1_a,1_o,2_a,2_o,3_a,3_o,4_a,4_o,5_a,5_o,6_a,6_o,7_a,7_o,8_a,8_o,9_a,9_o,10_a,10_o,11_a,11_o,12_a,12_o,13_a,13_o,14_a,14_o,15_a,15_o,16_a,16_o,17_a,17_o,18_a,18_o,19_a,19_o,20_a,20_o,21_a,21_o,22_a,22_o,23_a,23_o,24_a,24_o,25_a,25_o,26_a,26_o,27_a,27_o,28_a,28_o,29_a,29_o,30_a,30_o,31_a,31_o,32_a,32_o,33_a,33_o,34_a,34_o,35_a,35_o,36_a,36_o,37_a,37_o,38_a,38_o,39_a,39_o,40_a,40_o,41_a,41_o,42_a,42_o,43_a,43_o,44_a,44_o,45_a,45_o,class,feature_kDN,feature_DS,feature_DCP,feature_TD_P,feature_TD_U,feature_CL,feature_CLD,feature_MV,feature_CB,feature_N1,feature_N2,feature_LSC,feature_LSR,feature_Harmfulness,feature_Usefulness,feature_F1,feature_F2,feature_F3,feature_F4,instance_hardness,comittee_vote
0.8646,0.67593,0.87234,0.66667,0.8646,0.65741,0.853,0.64352,0.82012,0.63889,0.80851,0.64352,0.79497,0.59954,0.76983,0.55324,0.74662,0.51389,0.7176,0.49306,0.68279,0.48843,0.6441,0.49306,0.61315,0.50926,0.59381,0.53472,0.5764,0.56481,0.55899,0.59491,0.54739,0.625,0.53578,0.66898,0.52805,0.70139,0.4913,0.71065,0.48162,0.74074,0.46422,0.75926,0.43907,0.77083,0.40039,0.77546,0.3675,0.7662,0.34429,0.75231,0.32302,0.73148,0.31335,0.70139,0.31141,0.66898,0.30948,0.63194,0.30368,0.59722,0.29594,0.57176,0.28433,0.54167,0.28046,0.53241,0.27273,0.5162,0.25145,0.51157,0.22824,0.52083,0.19923,0.55093,0.16828,0.58796,0.13346,0.63889,0.094778,0.6875,0.059961,0.75463,0.029014,0.82407,0.011605,0.87269,0.0058027,0.88426,12,0.3,0.9545454545454546,0.052631578947368474,0.5833333333333334,0.75,0.4549322268241621,0.25286111083007595,0.0,0.9375,0.0,0.44184499350673767,0.7916666666666666,0.6055196547471627,0.0,0.9583333333333334,0.6174603174603174,0.03948933770398309,0.09047825895291225,0.12449895533231906,0.47067177829277995,12
0.82592,0.69213,0.83366,0.69213,0.83559,0.68981,0.82398,0.69444,0.83946,0.69213,0.82979,0.69444,0.84139,0.68056,0.84913,0.65509,0.82205,0.6412,0.80658,0.63889,0.80271,0.63426,0.79497,0.59954,0.7795,0.56481,0.76209,0.53472,0.74275,0.50926,0.71954,0.49537,0.69439,0.49074,0.66538,0.49537,0.63636,0.50926,0.61315,0.53009,0.59574,0.56019,0.58027,0.59028,0.57447,0.61111,0.56673,0.6412,0.55513,0.65741,0.53772,0.67824,0.53772,0.71528,0.52805,0.74306,0.50677,0.77546,0.48356,0.79861,0.46228,0.81019,0.44101,0.81944,0.41779,0.82407,0.40039,0.82639,0.38491,0.82639,0.36944,0.82176,0.3501,0.81019,0.33462,0.79398,0.32108,0.7662,0.31335,0.7338,0.30561,0.69907,0.294,0.66898,0.294,0.65509,0.294,0.63889,0.29207,0.61806,12,0.5,0.31818181818181823,0.052631578947368474,0.5833333333333334,0.6666666666666666,0.4549322268241621,0.25286111083007595,0.0,0.9375,0.0,0.3425272208599014,0.7916666666666666,0.6848093411494819,0.0,0.875,0.6611111111111111,0.06680500168526407,0.09446298807918437,0.12015409557315862,0.4695591898921331,12
0.88395,0.61574,0.88201,0.61806,0.87234,0.62037,0.87041,0.61574,0.84526,0.61574,0.83559,0.6088,0.82205,0.60417,0.80851,0.60648,0.80658,0.58796,0.79884,0.59954,0.7853,0.57176,0.77369,0.5463,0.76015,0.5162,0.74081,0.49537,0.7176,0.47685,0.69052,0.46759,0.66151,0.46528,0.62669,0.47454,0.59381,0.49306,0.56673,0.52083,0.54545,0.54861,0.53191,0.57639,0.52224,0.6088,0.52224,0.62731,0.52224,0.65741,0.51838,0.68981,0.52224,0.70602,0.5087,0.71991,0.48356,0.74306,0.46228,0.76157,0.44294,0.78009,0.41199,0.7963,0.38685,0.80324,0.36944,0.80324,0.35203,0.79167,0.33849,0.77315,0.32108,0.75231,0.30561,0.7338,0.29207,0.71065,0.28046,0.68519,0.27079,0.65972,0.26886,0.62731,0.2766,0.59259,0.2766,0.5625,0.27853,0.53009,12,0.5,0.31818181818181823,0.052631578947368474,0.5833333333333334,0.6666666666666666,0.4549322268241621,0.25286111083007595,0.0,0.9375,0.0,0.38255430188623163,0.875,0.6989845763042091,0.002976190476190476,0.875,0.6865079365079365,0.06412364332583412,0.09830602309045834,0.13018723088646136,0.48877767224747337,12
0.80464,0.625,0.80077,0.62269,0.78723,0.62037,0.76983,0.61806,0.76402,0.62963,0.74855,0.62269,0.73308,0.60185,0.71567,0.58565,0.70406,0.56481,0.68665,0.53935,0.66925,0.51852,0.64023,0.50463,0.61122,0.50694,0.5764,0.51852,0.54739,0.53704,0.52418,0.56019,0.51257,0.5787,0.5087,0.59491,0.5087,0.61806,0.50677,0.64815,0.50484,0.67824,0.49323,0.70139,0.47969,0.71528,0.43907,0.71991,0.42747,0.72917,0.40619,0.7338,0.39072,0.72917,0.38491,0.71991,0.37524,0.71065,0.3559,0.68287,0.34236,0.65278,0.33075,0.62269,0.32302,0.59954,0.31335,0.5787,0.30368,0.55787,0.29207,0.5463,0.27853,0.52315,0.26112,0.50231,0.24952,0.4838,0.23985,0.47685,0.22824,0.47917,0.2147,0.49537,0.19923,0.52083,0.18569,0.55324,0.17021,0.58333,12,0.6,0.31818181818181823,0.052631578947368474,0.5833333333333334,0.6666666666666666,0.45493222682426715,0.25286111083013285,0.0,0.9375,0.3333333333333333,0.3377241751904372,0.9166666666666666,0.6392431912334919,0.002976190476190476,0.8333333333333334,0.7563492063492064,0.06772783530410614,0.10012271980224252,0.12484411912847548,0.5197318995125851,12
0.66925,0.62269,0.66731,0.61574,0.65957,0.59722,0.64603,0.56019,0.61896,0.51157,0.58801,0.46759,0.55706,0.4375,0.52418,0.4213,0.49516,0.41435,0.47002,0.41667,0.44487,0.42824,0.42553,0.44444,0.40619,0.46759,0.39072,0.49537,0.38298,0.52315,0.38491,0.55324,0.39265,0.58565,0.39845,0.60648,0.39845,0.625,0.39458,0.65046,0.39072,0.67361,0.38491,0.6875,0.37137,0.70139,0.36364,0.7037,0.33849,0.71065,0.31335,0.70139,0.2882,0.67361,0.26112,0.63657,0.24178,0.59722,0.22631,0.56019,0.22244,0.51852,0.21857,0.47454,0.2147,0.4375,0.20309,0.40509,0.18762,0.38194,0.16441,0.36343,0.13346,0.34954,0.10638,0.33333,0.090909,0.34491,0.083172,0.37037,0.079304,0.40509,0.067698,0.44907,0.046422,0.5,0.030948,0.54167,0.021277,0.58565,12,0.5,0.31818181818181823,0.052631578947368474,0.5833333333333334,0.6666666666666666,0.4549325809769139,0.2528613301327158,0.0,0.9375,0.0,0.0,0.75,0.6191992675960405,0.0,0.7916666666666666,0.6976190476190477,0.041091358819508594,0.08857461219535856,0.11720021803528254,0.4073076697638398,12
0.60542,0.63657,0.60542,0.63426,0.60542,0.63426,0.60542,0.63194,0.60735,0.62269,0.59768,0.59954,0.58027,0.5625,0.55899,0.52546,0.53578,0.49537,0.51064,0.46991,0.48549,0.45833,0.46035,0.45833,0.4352,0.47222,0.41779,0.49074,0.40232,0.50694,0.39265,0.53241,0.38878,0.56944,0.39458,0.61574,0.39458,0.64583,0.38878,0.67361,0.38104,0.68519,0.37524,0.69444,0.3617,0.69444,0.34816,0.69213,0.33269,0.68519,0.31528,0.66898,0.30174,0.6412,0.29207,0.61343,0.294,0.57407,0.29787,0.53241,0.29594,0.48611,0.28627,0.44676,0.27273,0.41435,0.24952,0.39352,0.21277,0.38657,0.18182,0.39815,0.16441,0.40972,0.15861,0.4213,0.16441,0.45833,0.18375,0.5,0.19729,0.53472,0.20116,0.56481,0.19342,0.59259,0.17795,0.61574,0.16054,0.63657,12,0.5,0.31818181818181823,0.052631578947368474,0.5833333333333334,0.6666666666666666,0.45493222906296227,0.25286111215200147,0.0,0.9375,0.3333333333333333,0.0,0.8333333333333334,0.7497281846646975,0.005952380952380952,0.7916666666666666,0.7579365079365079,0.06496514348284646,0.09280463781827915,0.11841927700398179,0.46364696337844724,12
0.68472,0.58102,0.68472,0.58102,0.68472,0.5787,0.68472,0.58102,0.68472,0.5787,0.68472,0.57639,0.68279,0.55787,0.67311,0.52546,0.65571,0.4838,0.6325,0.44444,0.60348,0.41204,0.57253,0.3912,0.53772,0.37963,0.50677,0.37963,0.48162,0.3912,0.46809,0.41435,0.45648,0.44213,0.45068,0.47685,0.44874,0.50926,0.44681,0.54167,0.43327,0.56944,0.41973,0.59259,0.41006,0.61111,0.40039,0.63657,0.38878,0.65278,0.37137,0.65741,0.35203,0.65509,0.33462,0.64583,0.32108,0.63426,0.30948,0.61111,0.30368,0.57407,0.30368,0.53009,0.30368,0.47917,0.30174,0.43519,0.29594,0.39815,0.29014,0.36806,0.28433,0.35185,0.27079,0.33796,0.23985,0.32639,0.20116,0.3287,0.17215,0.33796,0.15087,0.34954,0.13926,0.34491,0.13153,0.35185,0.12766,0.38194,12,0.2,0.31818181818181823,0.052631578947368474,0.5833333333333334,0.6666666666666666,0.4549322268241621,0.25286111083007595,0.0,0.9375,0.0,0.0,0.7083333333333333,0.5224594121774127,0.0,0.875,0.7904761904761904,0.05616153553589543,0.0982709935140903,0.12435636748738176,0.42917333735174346,12
0.66925,0.62269,0.66731,0.61574,0.65957,0.59722,0.64603,0.56019,0.61896,0.51157,0.58801,0.46759,0.55706,0.4375,0.52418,0.4213,0.49516,0.41435,0.47002,0.41667,0.44487,0.42824,0.42553,0.44444,0.40619,0.46759,0.39072,0.49537,0.38298,0.52315,0.38491,0.55324,0.39265,0.58565,0.39845,0.60648,0.39845,0.625,0.39458,0.65046,0.39072,0.67361,0.38491,0.6875,0.37137,0.70139,0.36364,0.7037,0.33849,0.71065,0.31335,0.70139,0.2882,0.67361,0.26112,0.63657,0.24178,0.59722,0.22631,0.56019,0.22244,0.51852,0.21857,0.47454,0.2147,0.4375,0.20309,0.40509,0.18762,0.38194,0.16441,0.36343,0.13346,0.34954,0.10638,0.33333,0.090909,0.34491,0.083172,0.37037,0.079304,0.40509,0.067698,0.44907,0.046422,0.5,0.030948,0.54167,0.021277,0.58565,12,0.5,0.31818181818181823,0.052631578947368474,0.5833333333333334,0.6666666666666666,0.4549325809769139,0.2528613301327158,0.0,0.9375,0.0,0.0,0.75,0.6191992675960405,0.0,0.7916666666666666,0.6976190476190477,0.041091358819508594,0.08857461219535856,0.11720021803528254,0.4176477162017399,12
0.60542,0.63657,0.60542,0.63426,0.60542,0.63426,0.60542,0.63194,0.60735,0.62269,0.59768,0.59954,0.58027,0.5625,0.55899,0.52546,0.53578,0.49537,0.51064,0.46991,0.48549,0.45833,0.46035,0.45833,0.4352,0.47222,0.41779,0.49074,0.40232,0.50694,0.39265,0.53241,0.38878,0.56944,0.39458,0.61574,0.39458,0.64583,0.38878,0.67361,0.38104,0.68519,0.37524,0.69444,0.3617,0.69444,0.34816,0.69213,0.33269,0.68519,0.31528,0.66898,0.30174,0.6412,0.29207,0.61343,0.294,0.57407,0.29787,0.53241,0.29594,0.48611,0.28627,0.44676,0.27273,0.41435,0.24952,0.39352,0.21277,0.38657,0.18182,0.39815,0.16441,0.40972,0.15861,0.4213,0.16441,0.45833,0.18375,0.5,0.19729,0.53472,0.20116,0.56481,0.19342,0.59259,0.17795,0.61574,0.16054,0.63657,12,0.5,0.31818181818181823,0.052631578947368474,0.5833333333333334,0.6666666666666666,0.45493222906296227,0.25286111215200147,0.0,0.9375,0.0,0.0,0.8333333333333334,0.7497281846646975,0.002976190476190476,0.7916666666666666,0.7579365079365079,0.06496514348284646,0.09280463781827915,0.11841927700398179,0.4795210365058261,12
0.68472,0.58102,0.68472,0.58102,0.68472,0.5787,0.68472,0.58102,0.68472,0.5787,0.68472,0.57639,0.68279,0.55787,0.67311,0.52546,0.65571,0.4838,0.6325,0.44444,0.60348,0.41204,0.57253,0.3912,0.53772,0.37963,0.50677,0.37963,0.48162,0.3912,0.46809,0.41435,0.45648,0.44213,0.45068,0.47685,0.44874,0.50926,0.44681,0.54167,0.43327,0.56944,0.41973,0.59259,0.41006,0.61111,0.40039,0.63657,0.38878,0.65278,0.37137,0.65741,0.35203,0.65509,0.33462,0.64583,0.32108,0.63426,0.30948,0.61111,0.30368,0.57407,0.30368,0.53009,0.30368,0.47917,0.30174,0.43519,0.29594,0.39815,0.29014,0.36806,0.28433,0.35185,0.27079,0.33796,0.23985,0.32639,0.20116,0.3287,0.17215,0.33796,0.15087,0.34954,0.13926,0.34491,0.13153,0.35185,0.12766,0.38194,12,0.2,0.31818181818181823,0.052631578947368474,0.5833333333333334,0.6666666666666666,0.4549322268241621,0.25286111083007595,0.0,0.9375,0.0,0.0,0.7083333333333333,0.5224594121774127,0.0,0.875,0.7904761904761904,0.05616153553589543,0.0982709935140903,0.12435636748738176,0.42920177780564084,12
0.7176,0.72917,0.71567,0.72917,0.7176,0.72917,0.71567,0.73148,0.70986,0.7338,0.69632,0.7338,0.67118,0.73611,0.64217,0.7338,0.60735,0.72685,0.58027,0.71528,0.55899,0.7037,0.54352,0.68287,0.53965,0.66435,0.53965,0.64815,0.54739,0.62731,0.56093,0.61806,0.58414,0.61574,0.60928,0.61111,0.63636,0.60648,0.66731,0.60648,0.69439,0.59954,0.7176,0.58796,0.73501,0.56944,0.74468,0.5463,0.74275,0.51389,0.72534,0.47222,0.69632,0.43287,0.66538,0.41667,0.63636,0.4213,0.60542,0.4375,0.5706,0.45602,0.52805,0.46759,0.48743,0.46065,0.45068,0.44213,0.42553,0.41435,0.41006,0.37731,0.40812,0.33796,0.41779,0.30324,0.44101,0.27778,0.46809,0.25926,0.50484,0.25231,0.53965,0.25,0.57447,0.24306,0.60928,0.22917,0.6383,0.21065,13,0.8,0.2727272727272727,0.0,0.75,0.75,0.9479746653515518,0.6645699292859004,0.0,0.9375,0.5,0.3649993887896662,0.9166666666666666,0.6797435049707914,0.0,0.9583333333333334,0.8039682539682539,0.06240840143468873,0.10016678790113863,0.12435676569217227,0.7077497455641704,11
0.66538,0.71065,0.66151,0.70833,0.66538,0.71065,0.65957,0.71296,0.64603,0.71759,0.62476,0.72222,0.60155,0.71991,0.57834,0.71065,0.56286,0.69444,0.55319,0.67593,0.54545,0.65046,0.52418,0.63426,0.51644,0.60417,0.51838,0.58333,0.53191,0.56713,0.55513,0.56019,0.58414,0.55556,0.62089,0.55787,0.65764,0.55324,0.69052,0.55093,0.71567,0.53704,0.73888,0.52778,0.74468,0.5162,0.74662,0.49074,0.74081,0.46296,0.72921,0.43287,0.70986,0.41898,0.67892,0.41204,0.64603,0.40972,0.60928,0.41435,0.5706,0.4213,0.53191,0.4213,0.4913,0.41435,0.45841,0.39583,0.43327,0.37269,0.41973,0.34491,0.41393,0.31481,0.41586,0.29167,0.4294,0.27083,0.45068,0.25694,0.48356,0.24769,0.51838,0.25,0.55513,0.25463,0.58994,0.25231,0.62863,0.24769,13,0.8,0.2727272727272727,0.0,0.75,0.75,0.5627648157399143,0.31284735539665204,0.0,0.9375,0.0,0.3434347167813121,0.875,0.609894327376989,0.002976190476190476,0.9166666666666666,0.8095238095238094,0.07101803643525449,0.10302088700820054,0.129266156951389,0.6686309178492187,13
0.65957,0.73148,0.65957,0.73148,0.65957,0.73148,0.65571,0.73611,0.6383,0.74306,0.60348,0.75463,0.5648,0.75463,0.52611,0.73611,0.50677,0.71991,0.4971,0.69213,0.4971,0.65972,0.49903,0.62731,0.50097,0.60417,0.51064,0.58796,0.52418,0.58565,0.55319,0.5787,0.58994,0.57639,0.62863,0.5787,0.66344,0.56944,0.69052,0.55556,0.71373,0.52778,0.72727,0.49537,0.73308,0.46065,0.73114,0.43287,0.71567,0.40741,0.68859,0.38426,0.65571,0.37037,0.61896,0.37037,0.5764,0.37731,0.52998,0.38426,0.47969,0.37963,0.43907,0.36574,0.41779,0.33565,0.41586,0.2963,0.4294,0.25694,0.45068,0.22685,0.47776,0.2037,0.51064,0.19213,0.54932,0.18287,0.58994,0.18287,0.6325,0.18287,0.67118,0.17361,0.70406,0.15278,0.72921,0.13194,0.74662,0.11111,13,0.5,0.2727272727272727,0.0,0.75,0.75,0.5304730666481305,0.2953259116428547,0.0,0.9375,0.0,0.4308286245050189,0.9166666666666666,0.5510553118452555,0.0,0.9583333333333334,0.75,0.043692801757202346,0.09745767611295751,0.12654938326884835,0.6419140765218463,13
0.38491,0.67361,0.37137,0.67593,0.35783,0.66667,0.34043,0.65046,0.32495,0.62963,0.30948,0.6088,0.30174,0.58565,0.30561,0.5625,0.32302,0.54167,0.34429,0.52083,0.36944,0.50694,0.40426,0.50694,0.43907,0.50926,0.46809,0.50926,0.49323,0.50926,0.50484,0.53009,0.52224,0.52778,0.52998,0.51852,0.53191,0.49769,0.52611,0.4838,0.51257,0.47222,0.4913,0.46528,0.46615,0.46296,0.43907,0.45602,0.41393,0.44676,0.39458,0.4213,0.37331,0.4213,0.3559,0.41667,0.34816,0.40972,0.35203,0.39352,0.36364,0.37269,0.38298,0.36111,0.40812,0.36111,0.43714,0.36806,0.47195,0.37037,0.5029,0.36574,0.53385,0.35417,0.55706,0.34028,0.56673,0.31713,0.56867,0.29167,0.55706,0.26852,0.54159,0.24769,0.52224,0.22917,0.49903,0.22454,0.47389,0.22454,13,0.6,0.2727272727272727,0.0,0.75,0.75,0.530565300617313,0.2953763329020961,0.0,0.9375,1.0,0.5392123322097598,0.9583333333333334,0.6534234587561549,0.011904761904761904,1.0,0.7841269841269841,0.06524308179509743,0.09978294260668032,0.1261483240950117,0.7332993847736302,13
0.71954,0.71759,0.72147,0.71528,0.71954,0.71528,0.72147,0.71528,0.71954,0.71528,0.72147,0.71528,0.71954,0.71528,0.71954,0.71759,0.71954,0.71759,0.7176,0.71759,0.7234,0.71528,0.74468,0.69676,0.74662,0.68056,0.75048,0.66204,0.73308,0.65509,0.70019,0.65509,0.65571,0.65972,0.60348,0.65972,0.5648,0.65046,0.54159,0.62037,0.53578,0.5787,0.55706,0.52083,0.58801,0.49074,0.62282,0.46991,0.65571,0.44676,0.68279,0.42361,0.70019,0.3912,0.70793,0.3588,0.706,0.32407,0.68279,0.2963,0.64217,0.26852,0.60348,0.25926,0.56673,0.26157,0.52611,0.25694,0.4913,0.23843,0.46809,0.21065,0.45841,0.18287,0.46809,0.15741,0.4913,0.12963,0.51838,0.10648,0.54932,0.085648,0.58414,0.069444,0.62089,0.064815,0.65377,0.053241,0.67118,0.0069444,13,0.8,0.2727272727272727,0.0,0.75,0.75,0.5337442409646231,0.29710108939557667,0.0,0.9375,1.0,0.5251446949719007,0.9583333333333334,0.5981138882440968,0.0,1.0,0.7166666666666667,0.032730093485852124,0.09195044925863029,0.12806353967449172,0.7470440695517304,8
0.67505,0.69444,0.67505,0.69444,0.67118,0.69444,0.67118,0.69444,0.66925,0.69444,0.67118,0.69444,0.66925,0.69213,0.66925,0.69213,0.67311,0.69213,0.68279,0.69213,0.69439,0.68981,0.7118,0.68981,0.72921,0.68519,0.75048,0.67824,0.77369,0.66898,0.7911,0.65509,0.80077,0.64352,0.81238,0.62963,0.81431,0.61806,0.80851,0.60417,0.79497,0.60648,0.77756,0.61343,0.75048,0.61574,0.7234,0.61806,0.69246,0.625,0.66151,0.63657,0.63056,0.6412,0.59961,0.63657,0.57253,0.62269,0.55319,0.60185,0.54159,0.57639,0.53772,0.55324,0.54545,0.52083,0.56286,0.48843,0.58994,0.46528,0.62089,0.4537,0.65571,0.44907,0.69439,0.44907,0.73501,0.44907,0.77563,0.44444,0.81238,0.43519,0.83946,0.41667,0.85493,0.39352,0.86267,0.36343,0.86074,0.33565,13,1.0,1.0,0.0,0.5,0.5,0.9518167872074468,0.6761925163311756,0.0,0.9375,1.0,0.6404514919627649,0.9583333333333334,0.7385757014666945,0.002976190476190476,1.0,0.7563492063492063,0.07693194108845085,0.09225222828846338,0.12307486881468749,0.9614557314254263,8
0.59768,0.84491,0.59961,0.84491,0.58994,0.85417,0.55899,0.8588,0.51257,0.84954,0.46035,0.83565,0.4236,0.80556,0.39652,0.77315,0.40619,0.75231,0.41973,0.7338,0.44681,0.72454,0.48743,0.72222,0.52805,0.72454,0.56867,0.72685,0.60735,0.71065,0.62669,0.68287,0.63443,0.64815,0.6325,0.61111,0.60542,0.5787,0.56673,0.56713,0.52611,0.58333,0.47969,0.59491,0.42553,0.59259,0.37331,0.57407,0.34043,0.53704,0.33462,0.49537,0.35397,0.45602,0.38491,0.41898,0.42166,0.40972,0.45648,0.41898,0.5029,0.41898,0.55706,0.41204,0.60348,0.39352,0.64023,0.36343,0.66538,0.32176,0.67118,0.27083,0.66151,0.23148,0.62089,0.20139,0.56673,0.1875,0.51064,0.19213,0.46035,0.19213,0.41586,0.18056,0.38491,0.16435,0.37331,0.13657,0.38104,0.11111,13,0.5,0.2727272727272727,0.0,0.75,0.75,0.5304748524125564,0.2953268823549336,0.0,0.9375,0.3333333333333333,0.4753178103185388,0.9166666666666666,0.672062999202927,0.002976190476190476,0.9583333333333334,0.7357142857142858,0.043692801757202346,0.09602147243391161,0.12656367078673503,0.5814300781319666,13
0.67892,0.77546,0.67892,0.77546,0.67698,0.77546,0.66344,0.77778,0.63443,0.78241,0.59381,0.78935,0.54352,0.77546,0.5087,0.75926,0.48549,0.73611,0.47582,0.71759,0.48743,0.68981,0.51451,0.66204,0.54352,0.65278,0.5764,0.65046,0.61702,0.63889,0.65184,0.62037,0.66538,0.59491,0.66731,0.56944,0.66151,0.53704,0.64217,0.5162,0.60735,0.51157,0.56867,0.51852,0.52224,0.51157,0.47776,0.4838,0.45455,0.44213,0.45455,0.40046,0.46809,0.375,0.49516,0.35185,0.53191,0.33565,0.57253,0.33796,0.61896,0.34259,0.67311,0.32407,0.71567,0.28009,0.73308,0.22917,0.72147,0.1875,0.68279,0.16435,0.62476,0.15741,0.5706,0.15509,0.51644,0.13889,0.47195,0.11111,0.45648,0.081019,0.46615,0.050926,0.47776,0.037037,0.4913,0.034722,0.50097,0.032407,13,0.8,0.2727272727272727,0.0,0.75,0.75,0.5304733640882078,0.29532607332631833,0.0,0.9375,0.5,0.49512258523620467,0.9166666666666666,0.7704542606700557,0.01488095238095238,0.9583333333333334,0.715873015873016,0.034861580572662886,0.09576378631346112,0.13050926165096338,0.626594037717786,13
0.7118,0.74306,0.7118,0.74074,0.70986,0.74306,0.70793,0.74306,0.706,0.74306,0.70793,0.74306,0.706,0.74306,0.68472,0.74537,0.63056,0.75463,0.58607,0.74769,0.54932,0.7338,0.53578,0.71528,0.53965,0.68519,0.56093,0.66898,0.58801,0.65972,0.61315,0.65278,0.65184,0.65046,0.69632,0.63889,0.7234,0.61111,0.73308,0.56481,0.73114,0.51852,0.71373,0.50231,0.67892,0.50463,0.63636,0.5,0.58801,0.49769,0.54739,0.47917,0.51644,0.43056,0.5087,0.38889,0.51838,0.3588,0.54739,0.34028,0.58994,0.32639,0.62863,0.33102,0.67311,0.3287,0.7118,0.29861,0.72727,0.24769,0.72921,0.19213,0.71373,0.15278,0.67311,0.13889,0.62282,0.13657,0.58027,0.14583,0.53191,0.15046,0.48162,0.13426,0.45455,0.1088,0.45261,0.078704,0.45648,0.053241,13,0.7,0.2727272727272727,0.0,0.75,0.75,0.5336189864312504,0.29703568134121855,0.0,0.9375,1.0,0.5068174214420949,0.9583333333333334,0.6801778389244018,0.0,1.0,0.7349206349206349,0.036826929271748715,0.09392281881926816,0.12685043264727414,0.6820338585101704,13
0.5087,0.84491,0.5087,0.84491,0.5087,0.84028,0.5087,0.83565,0.50484,0.83796,0.4913,0.84028,0.46422,0.84028,0.44101,0.84028,0.41779,0.83333,0.39652,0.8125,0.38491,0.78704,0.38491,0.75694,0.39845,0.7338,0.42166,0.72222,0.45261,0.73148,0.48743,0.73611,0.52805,0.72454,0.5648,0.7037,0.58414,0.66667,0.58994,0.62269,0.58801,0.58333,0.5764,0.56944,0.54739,0.57176,0.51257,0.57407,0.47582,0.57176,0.44294,0.54861,0.41393,0.5162,0.40426,0.47917,0.40812,0.45139,0.42166,0.42593,0.44681,0.40278,0.48162,0.38889,0.51257,0.39352,0.54739,0.3912,0.58414,0.36343,0.61702,0.31481,0.63636,0.26157,0.6325,0.21991,0.60735,0.19907,0.56286,0.18287,0.51838,0.17593,0.47969,0.17824,0.44101,0.17361,0.41199,0.15509,0.39458,0.13194,13,0.5,0.9090909090909091,0.0,0.9166666666666666,0.9166666666666666,0.5304760384932146,0.29532752708794663,0.0,0.9375,0.0,0.3681360718649964,0.7916666666666666,0.602410969210522,0.0,0.875,0.7317460317460318,0.046851775398732656,0.09690735398144802,0.12657997313550887,0.5844804018717764,13
0.6383,0.78472,0.64023,0.78472,0.64023,0.78472,0.63443,0.78472,0.62089,0.78935,0.59574,0.79167,0.56867,0.78704,0.54352,0.77546,0.51451,0.76157,0.48743,0.74306,0.46809,0.7338,0.46228,0.71991,0.47195,0.69907,0.49516,0.68287,0.52031,0.68056,0.55513,0.67824,0.58994,0.66898,0.62669,0.65278,0.64797,0.62037,0.66344,0.58333,0.66151,0.54861,0.64217,0.53009,0.61702,0.52315,0.58801,0.52083,0.55899,0.52083,0.53385,0.52083,0.50484,0.51389,0.47776,0.49306,0.45841,0.46065,0.45068,0.4213,0.46035,0.38657,0.48549,0.36343,0.52418,0.34954,0.5648,0.34491,0.60155,0.34722,0.6441,0.3287,0.68085,0.28704,0.70019,0.24537,0.69439,0.20139,0.66538,0.17361,0.62089,0.15741,0.5706,0.15278,0.52611,0.15741,0.48162,0.15972,0.44681,0.15972,13,0.6,0.9090909090909091,0.0,0.9166666666666666,0.9166666666666666,0.7997463665423459,0.4922825624593553,0.0,0.9375,1.0,0.5497558092809538,0.9583333333333334,0.6848453594530427,0.008928571428571428,0.9583333333333334,0.7547619047619047,0.05187429049392039,0.10041885004024877,0.1272931176724324,0.740420864696163,13
0.65184,0.7662,0.65184,0.7662,0.64603,0.76389,0.6499,0.76389,0.64023,0.76852,0.62089,0.77778,0.58414,0.77778,0.54545,0.77778,0.50677,0.76389,0.47389,0.75,0.45841,0.71991,0.47389,0.70139,0.51451,0.68056,0.5706,0.66898,0.61896,0.66898,0.65764,0.65509,0.67698,0.63426,0.67505,0.59954,0.6499,0.57407,0.61509,0.5625,0.5764,0.56944,0.53385,0.5787,0.49516,0.5625,0.46422,0.53472,0.44874,0.49769,0.45261,0.45602,0.47195,0.4213,0.50097,0.40972,0.52611,0.41204,0.56093,0.42824,0.60348,0.40972,0.6499,0.375,0.67892,0.33565,0.68279,0.27546,0.65571,0.23148,0.60735,0.22454,0.55319,0.23148,0.4913,0.22917,0.4352,0.21296,0.40619,0.18519,0.40619,0.15046,0.42747,0.12731,0.45841,0.1088,0.48936,0.10648,0.52224,0.097222,13,0.6,0.2727272727272727,0.0,0.75,0.75,0.533204819293348,0.2968106274392908,0.0,0.9375,0.3333333333333333,0.4918068434321896,0.9166666666666666,0.7389126707914273,0.005952380952380952,0.9583333333333334,0.7579365079365079,0.04181737519547009,0.09865442736316767,0.127900574486344,0.6947656111298687,13
