index,true_label,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,label,description_lengths,description_lengths_unnormalized
1350,2,9.0,0.6,0.29,2.0,0.069,32.0,73.0,0.99654,3.34,0.57,10.0,2,[0.32243686 0.1354855  0.11141778 0.12670531 0.13930823 0.16464632],[55.44897115 23.29923306 19.16034468 21.78931692 23.95662168 28.31397353]
1351,3,7.2,0.62,0.01,2.3,0.065,8.0,46.0,0.99332,3.32,0.51,11.8,1,[0.205072   0.13767436 0.17659417 0.14936126 0.15302136 0.17827685],[32.16436669 21.59343351 27.69778267 23.42645678 24.00052309 27.96170159]
1352,2,7.6,0.645,0.03,1.9,0.086,14.0,57.0,0.9969,3.37,0.46,10.3,2,[0.17140561 0.13366556 0.12740382 0.1470263  0.19025076 0.23024795],[24.87511648 19.39811792 18.4893874  21.33708661 27.6100056  33.41456834]
1353,2,7.6,0.645,0.03,1.9,0.086,14.0,57.0,0.9969,3.37,0.46,10.3,2,[0.17140561 0.13366556 0.12740382 0.1470263  0.19025076 0.23024795],[24.87511648 19.39811792 18.4893874  21.33708661 27.6100056  33.41456834]
1354,2,7.2,0.58,0.03,2.3,0.077,7.0,28.0,0.99568,3.35,0.52,10.0,1,[0.15397786 0.13491299 0.15755053 0.15899602 0.20183238 0.19273022],[19.77969409 17.33065872 20.23863208 20.42431757 25.92699148 24.75774648]
1355,2,6.1,0.32,0.25,1.8,0.086,5.0,32.0,0.99464,3.36,0.44,10.1,1,[0.18262849 0.14015193 0.15593863 0.14306783 0.16290968 0.21530345],[28.34038039 21.74884651 24.19863519 22.20133693 25.2804062  33.41089689]
1356,2,6.1,0.34,0.25,1.8,0.084,4.0,28.0,0.99464,3.36,0.44,10.1,1,[0.18002584 0.13682126 0.1520558  0.14428712 0.16398862 0.22282135],[28.28241645 21.49489144 23.88826712 22.66779315 25.76293725 35.00567639]
1357,3,7.3,0.43,0.24,2.5,0.078,27.0,67.0,0.99648,3.6,0.59,11.1,3,[0.36418581 0.12173403 0.12201266 0.11369745 0.12738479 0.15098526],[69.2032693  23.1321274  23.18507454 21.60500139 24.20589507 28.69050164]
1358,2,7.4,0.64,0.17,5.4,0.168,52.0,98.0,0.99736,3.28,0.5,9.5,2,[0.19372504 0.13135985 0.09741045 0.12599927 0.16340765 0.28809774],[62.71611166 42.52614234 31.53544126 40.79072124 52.90122532 93.26811607]
1359,3,11.6,0.475,0.4,1.4,0.091,6.0,28.0,0.99704,3.07,0.65,10.0333333333333,5,[0.18886228 0.16964693 0.1627789  0.16346627 0.16300449 0.15224113],[28.05656036 25.20201203 24.18172646 24.28383893 24.21523907 22.61628136]
1360,2,9.2,0.54,0.31,2.3,0.112,11.0,38.0,0.99699,3.24,0.56,10.9,3,[0.20214489 0.14206606 0.14004391 0.13432422 0.14672766 0.23469326],[28.45432961 19.99750961 19.71286793 18.90775224 20.65368635 33.03590452]
1361,2,8.3,0.85,0.14,2.5,0.093,13.0,54.0,0.99724,3.36,0.54,10.1,1,[0.15278369 0.12486094 0.13257822 0.16039075 0.207558   0.22182839],[21.62584279 17.67350317 18.76584941 22.70258829 29.3789     31.39880881]
1362,3,11.6,0.475,0.4,1.4,0.091,6.0,28.0,0.99704,3.07,0.65,10.0333333333333,3,[0.21671892 0.16650507 0.15776639 0.1509849  0.15215334 0.15587139],[33.36746305 25.63620945 24.29074581 23.24662301 23.42652371 23.99897869]
1363,1,8.0,0.83,0.27,2.0,0.08,11.0,63.0,0.99652,3.29,0.48,9.8,1,[0.21270856 0.11435328 0.1200527  0.1381029  0.17979475 0.23498781],[34.15034461 18.35941161 19.27445283 22.17241062 28.86603397 37.72727586]
1364,3,7.2,0.605,0.02,1.9,0.096,10.0,31.0,0.995,3.46,0.53,11.8,1,[0.15796849 0.12987512 0.1787106  0.14953099 0.17223865 0.21167615],[23.05906649 18.95820401 26.08684466 21.82742277 25.14211833 30.89891114]
1365,2,7.8,0.5,0.09,2.2,0.115,10.0,42.0,0.9971,3.18,0.62,9.5,2,[0.15754172 0.12971807 0.12613789 0.12999178 0.17051335 0.28609718],[23.926376   19.70070737 19.15697289 19.74227636 25.89641973 43.45051376]
1366,2,7.3,0.74,0.08,1.7,0.094,10.0,45.0,0.99576,3.24,0.5,9.8,0,[0.12413777 0.12599029 0.13953682 0.15532613 0.19144848 0.2635605 ],[17.79953544 18.06515946 20.00753248 22.27148877 27.45090315 37.79070849]
1367,3,6.9,0.54,0.3,2.2,0.088,9.0,105.0,0.99725,3.25,1.18,10.5,2,[0.36399081 0.11450537 0.11348104 0.13526069 0.14493374 0.12782835],[84.33499015 26.53036515 26.29303437 31.3392786  33.58047888 29.61723906]
1368,3,8.0,0.77,0.32,2.1,0.079,16.0,74.0,0.99656,3.27,0.5,9.8,2,[0.32023396 0.1118078  0.10915002 0.12627306 0.1660065  0.16652867],[55.28534755 19.30255288 18.84371295 21.79984365 28.65944318 28.74959129]
1369,1,6.6,0.61,0.0,1.6,0.069,4.0,8.0,0.99396,3.33,0.37,10.4,0,[0.12536358 0.13738126 0.16026625 0.15686878 0.17300976 0.24711037],[21.46895075 23.52702089 27.44615498 26.86432628 29.62852573 42.31851355]
1370,2,8.7,0.78,0.51,1.7,0.415,12.0,66.0,0.99623,3.0,1.17,9.2,2,[0.24389196 0.16839201 0.10592793 0.11338928 0.18916505 0.17923377],[88.89764864 61.37821845 38.61030728 41.32993977 68.94990839 65.32999709]
1371,3,7.5,0.58,0.56,3.1,0.153,5.0,14.0,0.99476,3.21,1.03,11.6,3,[0.17636036 0.15723491 0.15100328 0.13537649 0.14762509 0.23239987],[37.72794282 33.6365246  32.3034217  28.96045646 31.58074166 49.71621113]
1372,2,8.7,0.78,0.51,1.7,0.415,12.0,66.0,0.99623,3.0,1.17,9.2,2,[0.26882612 0.15237493 0.09604646 0.15350013 0.16655232 0.16270004],"[110.25015962  62.49154542  39.39028284  62.95301237  68.30593519
  66.72605233]"
1373,2,7.7,0.75,0.27,3.8,0.11,34.0,89.0,0.99664,3.24,0.45,9.3,2,[0.2477425  0.11293124 0.08490313 0.11122251 0.14307321 0.3001274 ],[61.05592824 27.83180821 20.92430336 27.41069355 35.26027163 73.9661409 ]
1374,0,6.8,0.815,0.0,1.2,0.267,16.0,29.0,0.99471,3.32,0.51,9.8,2,[0.14724005 0.17326211 0.11469529 0.13287578 0.2099376  0.22198917],[42.92186284 50.50753831 33.43475963 38.73454171 61.19879018 64.71193434]
1375,2,7.2,0.56,0.26,2.0,0.083,13.0,100.0,0.99586,3.26,0.52,9.9,2,[0.31869047 0.11635817 0.10555132 0.12175214 0.16022529 0.17742261],[57.97265926 21.16659638 19.2007331  22.1478082  29.1464204  32.27476687]
1376,2,8.2,0.885,0.2,1.4,0.086,7.0,31.0,0.9946,3.11,0.46,10.0,1,[0.16296779 0.13249095 0.15600216 0.16347698 0.2005624  0.18449973],[25.35074928 20.60986841 24.26719705 25.42995615 31.19884665 28.70018878]
1377,3,5.2,0.49,0.26,2.3,0.09,23.0,74.0,0.9953,3.71,0.62,12.2,3,[0.3168415  0.12552541 0.14940786 0.12187997 0.13274129 0.15360397],[71.25177601 28.2283371  33.59905548 27.40854346 29.85105274 34.54268401]
1378,3,7.2,0.45,0.15,2.0,0.078,10.0,28.0,0.99609,3.29,0.51,9.9,1,[0.21531708 0.13300002 0.14481375 0.14819427 0.16211913 0.19655575],[28.10947844 17.36305016 18.90532315 19.34664793 21.16452758 25.66020198]
1379,3,7.5,0.57,0.02,2.6,0.077,11.0,35.0,0.99557,3.36,0.62,10.8,1,[0.1729251  0.13616068 0.16183264 0.15268854 0.17435086 0.20204218],[21.56241005 16.97817391 20.17926711 19.03906864 21.74019092 25.19308196]
1380,3,7.5,0.57,0.02,2.6,0.077,11.0,35.0,0.99557,3.36,0.62,10.8,1,[0.18052898 0.14371714 0.16715163 0.15618584 0.16471382 0.18770259],[22.82794574 18.17307717 21.13637531 19.74974761 20.82811365 23.73505063]
1381,2,6.8,0.83,0.09,1.8,0.074,4.0,25.0,0.99534,3.38,0.45,9.6,1,[0.12944034 0.1138329  0.14335249 0.15788073 0.200717   0.25477655],[20.70997522 18.21284242 22.93586868 25.26033261 32.11397744 40.76330491]
1382,2,8.0,0.6,0.22,2.1,0.08,25.0,105.0,0.99613,3.3,0.49,9.9,2,[0.31418465 0.11248079 0.09756805 0.11713704 0.1581837  0.20044576],[62.76230534 22.46944228 19.4904362  23.3995865  31.59916915 40.04154287]
1383,2,8.0,0.6,0.22,2.1,0.08,25.0,105.0,0.99613,3.3,0.49,9.9,2,[0.30009479 0.11817715 0.10029897 0.12637977 0.14437321 0.21067611],[57.10011647 22.48599225 19.08424558 24.04673485 27.47041145 40.08610334]
1384,2,7.1,0.755,0.15,1.8,0.107,20.0,84.0,0.99593,3.19,0.5,9.5,2,[0.26217134 0.11601701 0.09670761 0.12559058 0.16501351 0.23449995],[53.18850597 23.53717122 19.61973898 25.47942682 33.47742866 47.57462159]
1385,2,8.0,0.81,0.25,3.4,0.076,34.0,85.0,0.99668,3.19,0.42,9.2,2,[0.27005889 0.12550321 0.10523653 0.13182923 0.15939397 0.20797817],[59.23059085 27.52595589 23.08097389 28.91340927 34.95903861 45.6147558 ]
1386,2,7.4,0.64,0.07,1.8,0.1,8.0,23.0,0.9961,3.3,0.58,9.6,1,[0.14314681 0.12404109 0.14077543 0.1487793  0.18642761 0.25682975],[19.64099344 17.01952082 19.31561954 20.4138207  25.57949743 35.23928626]
1387,2,7.4,0.64,0.07,1.8,0.1,8.0,23.0,0.9961,3.3,0.58,9.6,1,[0.1619215  0.12554917 0.14002263 0.14682468 0.19327204 0.23240999],[22.64228773 17.55616436 19.58005944 20.53122427 27.02618944 32.49904328]
1388,2,6.6,0.64,0.31,6.1,0.083,7.0,49.0,0.99718,3.35,0.68,10.3,1,[0.17267545 0.15073766 0.1564934  0.15792389 0.17641012 0.18575948],[25.498558   22.25905842 23.10899395 23.32023188 26.05004771 27.43064479]
1389,2,6.7,0.48,0.02,2.2,0.08,36.0,111.0,0.99524,3.1,0.53,9.7,2,[0.25739013 0.13932935 0.11412988 0.14163975 0.15213524 0.19537565],[55.36513458 29.97002226 24.54956712 30.46699558 32.724595   42.02569395]
1390,3,6.0,0.49,0.0,2.3,0.068,15.0,33.0,0.99292,3.58,0.59,12.5,5,[0.19862516 0.15935468 0.20044843 0.15207915 0.15004918 0.13944339],[35.4741577  28.46050849 35.7997911  27.1611091  26.79855965 24.90438119]
1391,2,8.0,0.64,0.22,2.4,0.094,5.0,33.0,0.99612,3.37,0.58,11.0,1,[0.1779464  0.14257645 0.15897595 0.15167758 0.16297725 0.20584638],[22.98495757 18.4162961  20.53458488 19.59186973 21.05142425 26.58873896]
1392,2,7.1,0.62,0.06,1.3,0.07,5.0,12.0,0.9942,3.17,0.48,9.8,0,[0.13458954 0.14395624 0.16075739 0.16483444 0.18106789 0.21479449],[20.43840229 21.86080368 24.41218008 25.03131036 27.4964781  32.61810696]
1393,2,8.0,0.52,0.25,2.0,0.078,19.0,59.0,0.99612,3.3,0.48,10.2,2,[0.21814391 0.13414758 0.12287293 0.13779168 0.16424366 0.22280025],[30.59940494 18.81710136 17.23558814 19.32826553 23.03872757 31.2525568 ]
1394,2,6.4,0.57,0.14,3.9,0.07,27.0,73.0,0.99669,3.32,0.48,9.2,2,[0.28962523 0.12183584 0.1067397  0.12650501 0.14639659 0.20889764],[56.18903437 23.63688516 20.70814273 24.54273141 28.40181857 40.52739726]
1395,3,8.6,0.685,0.1,1.6,0.092,3.0,12.0,0.99745,3.31,0.65,9.55,1,[0.15388669 0.13878536 0.14632662 0.15571042 0.19624042 0.20905049],[21.47000592 19.36309316 20.41523789 21.72444857 27.379124   29.16636402]
1396,2,8.7,0.675,0.1,1.6,0.09,4.0,11.0,0.99745,3.31,0.65,9.55,2,[0.1545234  0.14120619 0.13991603 0.15375119 0.19345033 0.21715286],[21.38352748 19.54064121 19.36210452 21.27666649 26.77038176 30.05042674]
1397,2,7.3,0.59,0.26,2.0,0.08,17.0,104.0,0.99584,3.28,0.52,9.9,2,[0.2956197  0.11868633 0.10547844 0.12440584 0.16553335 0.19027635],[53.89401502 21.63753892 19.22962691 22.68025434 30.17815408 34.68901527]
1398,4,7.0,0.6,0.12,2.2,0.083,13.0,28.0,0.9966,3.52,0.62,10.2,1,[0.16017064 0.13972049 0.15964048 0.15933367 0.19822562 0.1829091 ],[19.78382845 17.25788398 19.71834516 19.6804491  24.48427301 22.59242018]
1399,3,7.2,0.67,0.0,2.2,0.068,10.0,24.0,0.9956,3.42,0.72,11.1,1,[0.17587426 0.13841418 0.1649764  0.15480452 0.17809838 0.18783225],[23.49047473 18.48715517 22.0349131  20.67631588 23.78753765 25.08763235]
1400,2,7.9,0.69,0.21,2.1,0.08,33.0,141.0,0.9962,3.25,0.51,9.9,2,[0.22169936 0.12376379 0.09400196 0.13826895 0.1649692  0.25729674],[53.91808815 30.09980202 22.86161838 33.62751091 40.12110821 62.57549971]
1401,2,7.9,0.69,0.21,2.1,0.08,33.0,141.0,0.9962,3.25,0.51,9.9,2,[0.21953919 0.11945632 0.09364918 0.13493935 0.18123253 0.25118344],[53.8723413  29.31317882 22.98040941 33.11253488 44.47233601 61.63747021]
1402,3,7.6,0.3,0.42,2.0,0.052,6.0,24.0,0.9963,3.44,0.82,11.9,5,[0.26805418 0.17479698 0.17686353 0.13517299 0.1244483  0.12066402],[43.24422248 28.19937167 28.53275991 21.80697569 20.07679858 19.46629448]
1403,5,7.2,0.33,0.33,1.7,0.061,3.0,13.0,0.996,3.23,1.1,10.0,1,[0.25607649 0.13741555 0.14919059 0.14110593 0.14304678 0.17316465],[46.62021456 25.0173002  27.16101526 25.68915576 26.042498   31.52563066]
1404,3,8.0,0.5,0.39,2.6,0.082,12.0,46.0,0.9985,3.43,0.62,10.7,3,[0.18377765 0.15508132 0.15657142 0.1501541  0.16214317 0.19227232],[22.60553068 19.07574495 19.25903411 18.46967306 19.94438614 23.65041597]
1405,4,7.7,0.28,0.3,2.0,0.062,18.0,34.0,0.9952,3.28,0.9,11.3,5,[0.22950156 0.17081115 0.17609803 0.14834854 0.13943813 0.13580259],[32.22296438 23.98258986 24.72488937 20.82874643 19.57768882 19.06724309]
1406,3,8.2,0.24,0.34,5.1,0.062,8.0,22.0,0.9974,3.22,0.94,10.9,4,[0.21158099 0.19959362 0.1659672  0.1498529  0.1343462  0.1386591 ],[35.17011971 33.17751575 27.58795251 24.90934839 22.33174219 23.04865449]
1407,3,6.0,0.51,0.0,2.1,0.064,40.0,54.0,0.995,3.54,0.93,10.7,3,[0.1808262  0.16620196 0.15895144 0.15868301 0.1731426  0.16219479],[32.47567548 29.84921883 28.54705426 28.49884434 31.09573037 29.12954679]
1408,4,8.1,0.29,0.36,2.2,0.048,35.0,53.0,0.995,3.27,1.01,12.4,4,[0.38749611 0.14965043 0.14043581 0.10731228 0.10214967 0.1129557 ],[97.58661745 37.68780741 35.36720845 27.02541331 25.72526593 28.4466465 ]
1409,3,6.0,0.51,0.0,2.1,0.064,40.0,54.0,0.995,3.54,0.93,10.7,3,[0.1808262  0.16620196 0.15895144 0.15868301 0.1731426  0.16219479],[32.47567548 29.84921883 28.54705426 28.49884434 31.09573037 29.12954679]
1410,3,6.6,0.96,0.0,1.8,0.082,5.0,16.0,0.9936,3.5,0.44,11.9,1,[0.13253329 0.13121149 0.19184261 0.17324396 0.21351586 0.1576528 ],[24.65008734 24.40424283 35.6811256  32.22193111 39.71216892 29.32210559]
1411,3,6.4,0.47,0.4,2.4,0.071,8.0,19.0,0.9963,3.56,0.73,10.6,5,[0.19900734 0.16694723 0.17404826 0.15654889 0.16178356 0.14166473],[26.7480683  22.43895058 23.39338265 21.04133625 21.74491559 19.04079463]
1412,3,8.2,0.24,0.34,5.1,0.062,8.0,22.0,0.9974,3.22,0.94,10.9,4,[0.20833338 0.17166097 0.1797398  0.15764326 0.13795744 0.14466514],[33.33008094 27.46306975 28.75555628 25.22045471 22.07103248 23.14415855]
1413,2,9.9,0.57,0.25,2.0,0.104,12.0,89.0,0.9963,3.04,0.9,10.1,2,[0.30518625 0.15787778 0.11643371 0.12495022 0.12547348 0.17007856],[61.09800647 31.6069867  23.30992058 25.0149185  25.11967549 34.04957068]
1414,2,10.0,0.32,0.59,2.2,0.077,3.0,15.0,0.9994,3.2,0.78,9.6,5,[0.17539806 0.20096548 0.17083678 0.16153674 0.14639824 0.1448647 ],[27.04079071 30.98247254 26.33758716 24.90381724 22.56994199 22.33351897]
1415,2,6.2,0.58,0.0,1.6,0.065,8.0,18.0,0.9966,3.56,0.84,9.4,0,[0.14745192 0.16119613 0.1636191  0.16682232 0.1873061  0.17360443],[21.72553708 23.75060647 24.10760661 24.57956829 27.59764488 25.57884355]
1416,2,10.0,0.32,0.59,2.2,0.077,3.0,15.0,0.9994,3.2,0.78,9.6,5,[0.16686972 0.19965402 0.17457504 0.16198453 0.15135753 0.14555916],[25.65140627 30.69104592 26.83587576 24.90044855 23.26685348 22.37552174]
1417,4,7.3,0.34,0.33,2.5,0.064,21.0,37.0,0.9952,3.35,0.77,12.1,4,[0.28007739 0.17136262 0.17172007 0.1324788  0.11387831 0.1304828 ],[43.64441304 26.70340856 26.75911014 20.6441492  17.74563843 20.33311361]
1418,2,7.8,0.53,0.01,1.6,0.077,3.0,19.0,0.995,3.16,0.46,9.8,1,[0.13674903 0.13298955 0.15016447 0.1532831  0.17851704 0.2482968 ],[20.67869281 20.11019834 22.70732662 23.1789154  26.99469998 37.54654139]
1419,2,7.7,0.64,0.21,2.2,0.077,32.0,133.0,0.9956,3.27,0.45,9.9,2,[0.23485498 0.12242636 0.09753863 0.13959344 0.14253601 0.26305058],[54.45851365 28.38840177 22.61739857 32.36913082 33.05145718 60.99655174]
1420,2,7.8,0.53,0.01,1.6,0.077,3.0,19.0,0.995,3.16,0.46,9.8,1,[0.14990276 0.13788314 0.15207932 0.15607117 0.18532324 0.21874037],[22.28025108 20.49375924 22.60375698 23.19707027 27.54484656 32.51168026]
1421,2,7.5,0.4,0.18,1.6,0.079,24.0,58.0,0.9965,3.34,0.58,9.4,2,[0.19767675 0.15397803 0.13134012 0.14030232 0.16154401 0.21515877],[28.1168889  21.90132701 18.68138618 19.95613884 22.9774876  30.60347442]
1422,3,7.0,0.54,0.0,2.1,0.079,39.0,55.0,0.9956,3.39,0.84,11.4,3,[0.18790405 0.16954416 0.1576818  0.15340499 0.16712627 0.16433874],[30.5993115  27.60948708 25.67775631 24.98129827 27.21574504 26.76180835]
1423,1,6.4,0.53,0.09,3.9,0.123,14.0,31.0,0.9968,3.5,0.67,11.0,3,[0.1589328  0.14608629 0.14572902 0.12915506 0.15480681 0.26529003],[25.45100771 23.39380777 23.33659547 20.68249254 24.79028491 42.48272617]
1424,3,8.3,0.26,0.37,1.4,0.076,8.0,23.0,0.9974,3.26,0.7,9.6,5,[0.21185242 0.16711969 0.1558243  0.15229118 0.16399136 0.14892105],[28.63564267 22.58921373 21.06244024 20.58487664 22.16636455 20.1293432 ]
1425,3,8.3,0.26,0.37,1.4,0.076,8.0,23.0,0.9974,3.26,0.7,9.6,3,[0.21435652 0.16960605 0.15362448 0.15245511 0.15423759 0.15572026],[29.9598867  23.7052652  21.47157415 21.30813596 21.55726674 21.76449454]
1426,3,7.7,0.23,0.37,1.8,0.046,23.0,60.0,0.9971,3.41,0.71,12.1,4,[0.24201495 0.17416033 0.16547434 0.13063213 0.12276779 0.16495047],[41.41747442 29.80510545 28.31861906 22.35586232 21.00999115 28.22896584]
1427,2,7.6,0.41,0.33,2.5,0.078,6.0,23.0,0.9957,3.3,0.58,11.2,5,[0.21302105 0.15214713 0.17565013 0.15843154 0.15066007 0.15009007],[26.26723845 18.76098555 21.65909883 19.53590577 18.57761969 18.5073343 ]
1428,2,7.8,0.64,0.0,1.9,0.072,27.0,55.0,0.9962,3.31,0.63,11.0,2,[0.18004584 0.15148486 0.14615047 0.1497052  0.17490432 0.19770931],[25.01982542 21.05088652 20.30960064 20.80357895 24.30534039 27.47440541]
1429,2,7.9,0.18,0.4,2.2,0.049,38.0,67.0,0.996,3.33,0.93,11.3,4,[0.27313342 0.16266256 0.14857525 0.13932671 0.13184698 0.14445508],[54.41793803 32.40819445 29.60150028 27.75885931 26.26862944 28.78061521]
1430,2,7.4,0.41,0.24,1.8,0.066,18.0,47.0,0.9956,3.37,0.62,10.4,3,[0.18991937 0.1651067  0.15643227 0.14428184 0.16262186 0.18163797],[23.33823164 20.2891281  19.22317085 17.73006578 19.9837786  22.32057211]
1431,3,7.6,0.43,0.31,2.1,0.069,13.0,74.0,0.9958,3.26,0.54,9.9,2,[0.34515008 0.1258718  0.11392735 0.1257638  0.13824749 0.15103947],[54.59089306 19.90859792 18.01939491 19.89151535 21.86600665 23.88925872]
1432,3,5.9,0.44,0.0,1.6,0.042,3.0,11.0,0.9944,3.48,0.85,11.7,5,[0.16573967 0.1808728  0.18704477 0.15807216 0.15514307 0.15312753],[27.78481562 30.32175426 31.35643093 26.4994254  26.00838887 25.67050057]
1433,4,6.1,0.4,0.16,1.8,0.069,11.0,25.0,0.9955,3.42,0.74,10.1,5,[0.21941527 0.16460896 0.16112904 0.15132597 0.15461552 0.14890524],[28.69941291 21.53077423 21.07560177 19.7933659  20.22363669 19.47673522]
1434,3,10.2,0.54,0.37,15.4,0.214,55.0,95.0,1.00369,3.18,0.77,9.0,2,[0.17816003 0.16402804 0.13061396 0.14912821 0.17970596 0.1983638 ],"[109.6226478  100.92717375  80.367342    91.7592382  110.57386419
 122.05411581]"
1435,3,10.2,0.54,0.37,15.4,0.214,55.0,95.0,1.00369,3.18,0.77,9.0,2,[0.21491793 0.17062926 0.12083379 0.12911464 0.17226386 0.19224052],"[137.13866566 108.87816031  77.10378165  82.38777507 109.92119463
 122.66825646]"
1436,2,10.0,0.38,0.38,1.6,0.169,27.0,90.0,0.99914,3.15,0.65,8.5,2,[0.22894351 0.15436307 0.10543403 0.11388565 0.16219624 0.23517751],[60.92456365 41.07782999 28.05723539 30.30631211 43.16232882 62.58350295]
1437,2,6.8,0.915,0.29,4.8,0.07,15.0,39.0,0.99577,3.53,0.54,11.1,1,[0.18588328 0.12355958 0.15937731 0.15228125 0.1870674  0.19183118],[32.42808631 21.55546618 27.8040145  26.56607748 32.63466198 33.46572119]
1438,2,7.0,0.59,0.0,1.7,0.052,3.0,8.0,0.996,3.41,0.47,10.3,0,[0.13171373 0.14495348 0.15444929 0.16483774 0.18582874 0.21821702],[19.62086558 21.59313878 23.00769179 24.55521714 27.68216287 32.50691396]
1439,3,7.3,0.67,0.02,2.2,0.072,31.0,92.0,0.99566,3.32,0.68,11.0666666666667,2,[0.30694979 0.13714457 0.12558577 0.13191619 0.15039428 0.14800939],[56.69355232 25.3305689  23.19566176 24.36488886 27.77778665 27.33729818]
1440,4,7.2,0.37,0.32,2.0,0.062,15.0,28.0,0.9947,3.23,0.73,11.3,5,[0.25700591 0.17293795 0.17414464 0.14628219 0.12985014 0.11977917],[34.76300162 23.39184444 23.55506375 19.78634697 17.56372286 16.20150953]
1441,3,7.4,0.785,0.19,5.2,0.094,19.0,98.0,0.99713,3.16,0.52,9.56666666666667,2,[0.27528736 0.11938887 0.10645641 0.13392097 0.17460424 0.19034214],[57.73239967 25.0378589  22.3257042  28.085484   36.61745138 39.91795566]
1442,2,6.9,0.63,0.02,1.9,0.078,18.0,30.0,0.99712,3.4,0.75,9.8,1,[0.19851112 0.14253543 0.14415888 0.14522752 0.17876096 0.1908061 ],[27.12097965 19.47347049 19.69526975 19.84126921 24.42267498 26.06830541]
1443,2,6.9,0.58,0.2,1.75,0.058,8.0,22.0,0.99322,3.38,0.49,11.7,1,[0.17399721 0.15001089 0.18534523 0.15515457 0.15149144 0.18400066],[26.97446473 23.25591091 28.73372707 24.05332557 23.48543705 28.5252818 ]
1444,3,7.3,0.67,0.02,2.2,0.072,31.0,92.0,0.99566,3.32,0.68,11.1,2,[0.30793772 0.13397783 0.1247371  0.13419199 0.14818561 0.15096974],[55.51157926 24.15202914 22.48621412 24.19063637 26.71325013 27.21514151]
1445,3,7.4,0.785,0.19,5.2,0.094,19.0,98.0,0.99713,3.16,0.52,9.6,2,[0.27529172 0.11974066 0.11196411 0.13295665 0.1685766  0.19147026],[58.2069993  25.31766958 23.67341315 28.11202493 35.6434193  40.48399684]
1446,2,6.9,0.63,0.02,1.9,0.078,18.0,30.0,0.99712,3.4,0.75,9.8,2,[0.18594699 0.1450689  0.14262755 0.15055418 0.18335083 0.19245155],[25.1825034  19.64644809 19.31581998 20.38931178 24.83090911 26.06340554]
1447,2,6.8,0.67,0.0,1.9,0.08,22.0,39.0,0.99701,3.4,0.74,9.7,2,[0.20407673 0.14050382 0.12956889 0.14350756 0.17852447 0.20381853],[30.78334061 21.19387662 19.54442972 21.6469665  26.92898763 30.74439383]
1448,2,6.9,0.58,0.01,1.9,0.08,40.0,54.0,0.99683,3.4,0.73,9.7,2,[0.18584992 0.1472055  0.13720407 0.14733251 0.18362984 0.19877816],[30.7678743  24.37020246 22.71444267 24.39122998 30.40033414 32.90817304]
1449,5,7.2,0.38,0.31,2.0,0.056,15.0,29.0,0.99472,3.23,0.76,11.3,4,[0.22576011 0.17341495 0.1743983  0.14013731 0.13156011 0.15472921],[31.44606566 24.15492167 24.29189262 19.51968883 18.3249724  21.55219053]
1450,4,7.2,0.37,0.32,2.0,0.062,15.0,28.0,0.9947,3.23,0.73,11.3,4,[0.22957082 0.17496445 0.17959604 0.14456762 0.13506374 0.13623734],[30.77922046 23.45798757 24.07895822 19.38259756 18.10838417 18.26573223]
1451,4,7.8,0.32,0.44,2.7,0.104,8.0,17.0,0.99732,3.33,0.78,11.0,4,[0.22989176 0.16856135 0.15878721 0.13724265 0.13657844 0.16893859],[33.28863422 24.40790979 22.99260142 19.87291927 19.77674051 24.46253431]
1452,4,6.6,0.58,0.02,2.0,0.062,37.0,53.0,0.99374,3.35,0.76,11.6,3,[0.20335397 0.16612211 0.16785567 0.15136016 0.15825471 0.15305339],[34.16007861 27.9057465  28.19695565 25.42598564 26.58415562 25.71041952]
1453,2,7.6,0.49,0.33,1.9,0.074,27.0,85.0,0.99706,3.41,0.58,9.0,2,[0.30551101 0.13145123 0.1092438  0.12662373 0.15598361 0.17118662],[54.91776701 23.62928848 19.63734598 22.7615121  28.03915784 30.77200617]
1454,3,11.7,0.45,0.63,2.2,0.073,7.0,23.0,0.99974,3.21,0.69,10.9,5,[0.18054381 0.20267139 0.18321839 0.15967612 0.14441583 0.12947446],[28.2411055  31.70235493 28.65946925 24.97693065 22.58987885 20.252712  ]
1455,3,6.5,0.9,0.0,1.6,0.052,9.0,17.0,0.99467,3.5,0.63,10.9,1,[0.12815494 0.12705902 0.17042762 0.16480727 0.20087546 0.20867568],[21.31310267 21.13084273 28.34335798 27.40865146 33.40705613 34.70428939]
1456,3,6.0,0.54,0.06,1.8,0.05,38.0,89.0,0.99236,3.3,0.5,10.55,2,[0.2828623  0.14309435 0.13544822 0.1368686  0.15712237 0.14460416],[62.54799939 31.64177604 29.95102227 30.26510511 34.74372573 31.97563147]
1457,2,7.6,0.49,0.33,1.9,0.074,27.0,85.0,0.99706,3.41,0.58,9.0,2,[0.30401233 0.13374923 0.1120872  0.1302054  0.14432647 0.17561937],[54.63127101 24.03484803 20.14216314 23.39802038 25.93558795 31.55894753]
1458,2,8.4,0.29,0.4,1.7,0.067,8.0,20.0,0.99603,3.39,0.6,10.5,5,[0.18108358 0.16669762 0.17502995 0.15836273 0.16086864 0.15795747],[22.66297421 20.86254251 21.90535031 19.81941447 20.13303421 19.76869517]
