index,true_label,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,label,description_lengths,description_lengths_unnormalized,is_error,L_0,L_1,L_2,L_3,L_4,L_5,r_min,r_med,relative_position,pseudo_probability,normalized_entropy,description_length_margin,description_length_true_cost,kullback_leibler_divergence
1324,3,6.7,0.46,0.24,1.7,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,3,[0.19515916 0.15441618 0.16637303 0.15308347 0.15426238 0.17670578],[25.05775622 19.82649865 21.36171709 19.65538377 19.80675162 22.68840647],0,25.05775622,19.82649865,21.36171709,19.65538377,19.80675162,22.68840647,0.9923577649734592,0.903769519410849,0.0,0.6594541435465968,0.744602139827998,0.9988210906550701,0.15308346920853275,0.8255020675484257
1325,3,6.7,0.46,0.24,1.7,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,3,[0.2058838  0.15199442 0.16142321 0.14408622 0.15890604 0.17770631],[26.53267283 19.58783561 20.80294365 18.56868946 20.47855155 22.9013809 ],0,26.53267283,19.58783561,20.80294365,18.56868946,20.47855155,22.9013809,0.9479704561933493,0.8417098684956767,0.0,0.3863357786225904,0.5977460916938715,0.9920917998883755,0.14408621576041306,0.6691799623320464
1326,3,6.7,0.46,0.24,1.7,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,3,[0.21101059 0.16667132 0.15258544 0.14562794 0.15562973 0.16847498],[28.15823096 22.24139297 20.36170787 19.43326612 20.7679521  22.48208123],0,28.15823096,22.24139297,20.36170787,19.43326612,20.7679521,22.48208123,0.9544025600955445,0.8522512688532943,0.0,0.4338464432281278,0.6440943898255742,0.9930424945440205,0.14562793525538983,0.6943922438934342
1327,3,6.7,0.46,0.24,1.7,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,3,[0.26875671 0.13945784 0.14779061 0.13686546 0.13706739 0.17006198],[37.1381087  19.2709626  20.42242495 18.91273454 18.94063874 23.49999132],0,37.1381087,19.2709626,20.42242495,18.91273454,18.94063874,23.49999132,0.9985267550169996,0.792839665239601,0.0,0.6554758717152842,0.7212046228943246,0.9997980661569715,0.13686545996086327,0.8230752239063248
1328,2,6.5,0.52,0.11,1.8,0.073,13.0,38.0,0.9955,3.34,0.52,9.3,1,[0.19209581 0.12943761 0.13947188 0.14930288 0.18150397 0.20818786],[27.15679905 18.29873954 19.71729572 21.10711481 25.65941876 29.43175062],1,27.15679905,18.29873954,19.71729572,21.10711481,25.65941876,29.43175062,1.0,0.8103853733740274,0.12741891386607518,0.8142488341312859,0.36998728056058167,0.9899657285374738,0.13947188031804764,0.9189791351197752
1329,3,7.4,0.6,0.26,2.1,0.083,17.0,91.0,0.99616,3.29,0.56,9.8,2,[0.31742861 0.12595445 0.10019424 0.12699643 0.15462514 0.17480113],[55.19074913 21.8994759  17.42059405 22.08064379 26.88439892 30.39236181],1,55.19074913,21.8994759,17.42059405,22.08064379,26.88439892,30.39236181,1.0,0.7273534440997108,0.12337915293189267,0.990727725003394,0.06385505009870374,0.9742397905883118,0.12699643058798124,0.998833826831413
1330,3,7.4,0.6,0.26,2.1,0.083,17.0,91.0,0.99616,3.29,0.56,9.8,2,[0.3163627  0.11458313 0.10506869 0.12763676 0.15914784 0.17720089],[52.97504944 19.18698648 17.59379097 21.37282127 26.64936392 29.6723532 ],1,52.97504944,19.18698648,17.59379097,21.37282127,26.64936392,29.6723532,1.0,0.7315573866646241,0.1068088152686105,0.9813700488752458,0.30103410177702017,0.990485565634172,0.12763675513119407,0.996815378716228
1331,2,7.8,0.87,0.26,3.8,0.107,31.0,67.0,0.99668,3.26,0.46,9.2,2,[0.223372   0.12556053 0.1062495  0.12985117 0.17918288 0.23578392],[46.23258978 25.9879855  21.99107203 26.87604569 37.08651257 48.80155634],0,46.23258978,25.9879855,21.99107203,26.87604569,37.08651257,48.80155634,0.8462014891132597,0.5944024892998244,0.0,0.02527639504063872,0.07432657946096731,0.9806889781049886,0.10624950393687263,0.5092326663755035
1332,3,8.4,0.39,0.1,1.7,0.075,6.0,25.0,0.99581,3.09,0.43,9.7,1,[0.16536106 0.13624372 0.14065569 0.14526633 0.17061412 0.24185909],[26.06242421 21.47326336 22.16863033 22.89531072 26.89035439 38.11921768],1,26.06242421,21.47326336,22.16863033,22.89531072,26.89035439,38.11921768,1.0,0.8497754286602843,0.08542900770825687,0.8625303849535557,0.5557552929178428,0.9955880306038523,0.14526633356187943,0.9459773484710365
1333,2,9.1,0.775,0.22,2.2,0.079,12.0,48.0,0.9976,3.18,0.51,9.6,1,[0.16486742 0.12877952 0.13581904 0.15068939 0.20299915 0.21684549],[23.59433184 18.42975853 19.43718994 21.56529984 29.05139944 31.03296147],1,23.59433184,18.42975853,19.43718994,21.56529984,29.05139944,31.03296147,1.0,0.7858251958556011,0.0799345543125932,0.7418254228570842,0.40420994258743653,0.9929604864412807,0.13581903518973468,0.8758365923265073
1334,2,7.2,0.835,0.0,2.0,0.166,4.0,11.0,0.99608,3.39,0.52,10.0,0,[0.09635194 0.13424882 0.13333493 0.14442862 0.21987101 0.27176468],[18.53433181 25.82420453 25.64840793 27.78239851 42.29455409 52.27685946],1,18.53433181,25.82420453,25.64840793,27.78239851,42.29455409,52.27685946,1.0,0.7692413961949432,0.21083411988518194,0.9991877213716212,0.0073813433664670115,0.9630170090007412,0.13333492973933905,0.9999651957967907
1335,3,6.6,0.58,0.02,2.4,0.069,19.0,40.0,0.99387,3.38,0.66,12.6,3,[0.22308004 0.14717151 0.19536725 0.13850196 0.14262145 0.15325779],[37.27952849 24.59424241 32.64836786 23.14545061 23.83386876 25.61133791],0,37.27952849,24.59424241,32.64836786,23.14545061,23.83386876,25.61133791,0.9711159712297117,0.8038437654061619,0.0,0.4512226949748962,0.609403618516753,0.9958805180314791,0.13850196489035718,0.7038516627744652
1336,2,6.0,0.5,0.0,1.4,0.057,15.0,26.0,0.99448,3.36,0.45,9.5,1,[0.1469979  0.13494832 0.14410023 0.14617045 0.17705973 0.25072338],[23.98621968 22.02004187 23.51339575 23.85120089 28.89152501 40.91150946],1,23.98621968,22.02004187,23.51339575,23.85120089,28.89152501,40.91150946,1.0,0.8418055308907677,0.07904911954598186,0.8527938087002335,0.5691272986912899,0.9908480832586222,0.14410023176225856,0.9407041639096251
1337,2,6.0,0.5,0.0,1.4,0.057,15.0,26.0,0.99448,3.36,0.45,9.5,1,[0.16888769 0.13768404 0.14922934 0.15285562 0.17884738 0.21249593],[27.0091066  22.01891085 23.86527398 24.44520229 28.60189432 33.983087  ],1,27.0091066,22.01891085,23.86527398,24.44520229,28.60189432,33.983087,1.0,0.877024456930703,0.15432430170678124,0.8741916184805778,0.3707149579560607,0.9884547085440293,0.1492293359300853,0.9521522075872406
1338,2,6.0,0.5,0.0,1.4,0.057,15.0,26.0,0.99448,3.36,0.45,9.5,1,[0.16888769 0.13768404 0.14922934 0.15285562 0.17884738 0.21249593],[27.0091066  22.01891085 23.86527398 24.44520229 28.60189432 33.983087  ],1,27.0091066,22.01891085,23.86527398,24.44520229,28.60189432,33.983087,1.0,0.877024456930703,0.15432430170678124,0.8741916184805778,0.3707149579560607,0.9884547085440293,0.1492293359300853,0.9521522075872406
1339,3,7.5,0.51,0.02,1.7,0.084,13.0,31.0,0.99538,3.36,0.54,10.5,1,[0.15727624 0.13678087 0.15745684 0.15122335 0.17624708 0.22101563],[20.18953993 17.55854965 20.2127228  19.41252966 22.62482433 28.37175964],1,20.18953993,17.55854965,20.2127228,19.41252966,22.62482433,28.37175964,1.0,0.8908312014335852,0.1714551008944704,0.8800181728362553,0.44744941693169393,0.9855575206155285,0.15122334539895696,0.9551742934478313
1340,3,7.5,0.51,0.02,1.7,0.084,13.0,31.0,0.99538,3.36,0.54,10.5,1,[0.1426355  0.13412642 0.16031856 0.15579833 0.183195   0.22392619],[17.88339749 16.81654439 20.10046996 19.53373157 22.96867918 28.07548756],1,17.88339749,16.81654439,20.10046996,19.53373157,22.96867918,28.07548756,1.0,0.9227554132266284,0.24133589971381517,0.9544340200679854,0.4701851317589745,0.9914909277472704,0.15579833183645922,0.9885233638775808
1341,3,7.5,0.51,0.02,1.7,0.084,13.0,31.0,0.99538,3.36,0.54,10.5,1,[0.15037684 0.13973462 0.15970224 0.15580827 0.17078043 0.2235976 ],[19.51247722 18.13157286 20.72251547 20.21724539 22.15999086 29.01339896],1,19.51247722,18.13157286,20.72251547,20.21724539,22.15999086,29.01339896,1.0,0.9228251609555669,0.19166567363251047,0.9153989549326738,0.5459439857643237,0.9893577824436619,0.15580827323208196,0.9724329674838924
1342,3,7.6,0.54,0.02,1.7,0.085,17.0,31.0,0.99589,3.37,0.51,10.4,1,[0.17150975 0.13200768 0.15119471 0.1485416  0.19124795 0.20549831],[22.57817858 17.37797943 19.9038315  19.55456529 25.17658773 27.05255809],1,22.57817858,17.37797943,19.9038315,19.55456529,25.17658773,27.05255809,1.0,0.8722774616628727,0.22497991243527904,0.9054298163173664,0.32549451489602976,0.9834660842126707,0.14854159521310684,0.9677816602032189
1343,3,7.5,0.51,0.02,1.7,0.084,13.0,31.0,0.99538,3.36,0.54,10.5,1,[0.16707249 0.14721447 0.15101175 0.15275551 0.17786853 0.20407725],[22.16761869 19.532804   20.03663773 20.26800455 23.6000665  27.0775074 ],1,22.16761869,19.532804,20.03663773,20.26800455,23.6000665,27.0775074,1.0,0.9014842538829742,0.09744591813941367,0.7793795170627811,0.6693244680922121,0.9962027154849562,0.15275551287237712,0.898472026777877
1344,2,11.5,0.42,0.48,2.6,0.077,8.0,20.0,0.99852,3.09,0.53,11.0,4,[0.17279173 0.18386461 0.18158473 0.16226788 0.14822471 0.15126634],[25.51212991 27.14700489 26.81038814 23.95831784 21.88489072 22.33397766],1,25.51212991,27.14700489,26.81038814,23.95831784,21.88489072,22.33397766,1.0,1.0,0.9360301316046833,0.9959738634794586,0.5477767880881157,0.9969583681034822,0.18158473217824897,0.9996497062154821
1345,3,8.2,0.44,0.24,2.3,0.063,10.0,28.0,0.99613,3.25,0.53,10.2,1,[0.23875493 0.14176475 0.14792805 0.14457734 0.15113496 0.17583998],[30.57252807 18.15295193 18.94216168 18.51310381 19.35280571 22.51628025],1,30.57252807,18.15295193,18.94216168,18.51310381,19.35280571,22.51628025,1.0,0.8450637611705695,0.028998725553205665,0.7170963179691845,0.7360942317456316,0.997187408402503,0.14457733837068182,0.8607600421825942
1346,2,6.1,0.59,0.01,2.1,0.056,5.0,13.0,0.99472,3.52,0.56,11.4,0,[0.13619172 0.14482516 0.18717592 0.16227318 0.17954354 0.18999048],[20.2543638  21.53832327 27.83670715 24.13318469 26.70162407 28.25528676],1,20.2543638,21.53832327,27.83670715,24.13318469,26.70162407,28.25528676,1.0,1.0,0.9476835843764098,0.9996081928551248,0.34072082276686216,0.9913665688859203,0.18717591889589297,0.9999878426988071
1347,2,7.2,0.655,0.03,1.8,0.078,7.0,12.0,0.99587,3.34,0.39,9.5,0,[0.11492484 0.11961488 0.14431526 0.15071538 0.19751155 0.2729181 ],[17.91285671 18.64387473 22.4938195  23.49137925 30.78530407 42.53860947],1,17.91285671,18.64387473,22.4938195,23.49137925,30.78530407,42.53860947,1.0,0.8432735286511865,0.18602325924651159,0.9931491750320656,0.38133160967943647,0.9953099537236547,0.14431525831163375,0.9992461073762838
1348,2,7.2,0.655,0.03,1.8,0.078,7.0,12.0,0.99587,3.34,0.39,9.5,1,[0.14081123 0.12119159 0.14347979 0.162724   0.20141169 0.2303817 ],[21.46889495 18.47757139 21.87575966 24.80984252 30.70839232 35.1253284 ],1,21.46889495,18.47757139,21.87575966,24.80984252,30.70839232,35.1253284,1.0,0.8375738840675138,0.20412288981360352,0.9691978728743214,0.1872379310997662,0.980380362211803,0.1434797915578384,0.993444189180282
1349,2,6.9,0.57,0.0,2.8,0.081,21.0,41.0,0.99518,3.41,0.52,10.8,1,[0.18352705 0.13431438 0.15186398 0.14785866 0.16295197 0.21948397],[25.53988713 18.69138134 21.13360936 20.57622298 22.67662943 30.54370378],1,25.53988713,18.69138134,21.13360936,20.57622298,22.67662943,30.54370378,1.0,0.89528081280765,0.20605480758368117,0.9308950877560926,0.3855473880372873,0.9864557184735854,0.15186398091306574,0.9792667987029746
1350,2,9.0,0.6,0.29,2.0,0.069,32.0,73.0,0.99654,3.34,0.57,10.0,2,[0.32243686 0.1354855  0.11141778 0.12670531 0.13930823 0.16464632],[55.44897115 23.29923306 19.16034468 21.78931692 23.95662168 28.31397353],0,55.44897115,23.29923306,19.16034468,21.78931692,23.95662168,28.31397353,0.8793458165516762,0.6269413280620858,0.0,0.08797354284070358,0.20218978969851598,0.9847124744596106,0.11141778304139285,0.5331643218570271
1351,3,7.2,0.62,0.01,2.3,0.065,8.0,46.0,0.99332,3.32,0.51,11.8,1,[0.205072   0.13767436 0.17659417 0.14936126 0.15302136 0.17827685],[32.16436669 21.59343351 27.69778267 23.42645678 24.00052309 27.96170159],1,32.16436669,21.59343351,27.69778267,23.42645678,24.00052309,27.96170159,1.0,0.8779359071068046,0.17340221895401253,0.872462649718499,0.36433864829740015,0.9883130997628856,0.14936125895277513,0.9512470522708646
1352,2,7.6,0.645,0.03,1.9,0.086,14.0,57.0,0.9969,3.37,0.46,10.3,2,[0.17140561 0.13366556 0.12740382 0.1470263  0.19025076 0.23024795],[24.87511648 19.39811792 18.4893874  21.33708661 27.6100056  33.41456834],0,24.87511648,19.39811792,18.4893874,21.33708661,27.6100056,33.41456834,0.953153675799845,0.7300273517252194,0.0,0.31638340748720584,0.41949995654057476,0.9937382600259678,0.12740381623580582,0.6338433450959248
1353,2,7.6,0.645,0.03,1.9,0.086,14.0,57.0,0.9969,3.37,0.46,10.3,2,[0.17140561 0.13366556 0.12740382 0.1470263  0.19025076 0.23024795],[24.87511648 19.39811792 18.4893874  21.33708661 27.6100056  33.41456834],0,24.87511648,19.39811792,18.4893874,21.33708661,27.6100056,33.41456834,0.953153675799845,0.7300273517252194,0.0,0.31638340748720584,0.41949995654057476,0.9937382600259678,0.12740381623580582,0.6338433450959248
1354,2,7.2,0.58,0.03,2.3,0.077,7.0,28.0,0.99568,3.35,0.52,10.0,1,[0.15397786 0.13491299 0.15755053 0.15899602 0.20183238 0.19273022],[19.77969409 17.33065872 20.23863208 20.42431757 25.92699148 24.75774648],1,19.77969409,17.33065872,20.23863208,20.42431757,25.92699148,24.75774648,1.0,0.9350740495401662,0.33828068792229005,0.954016317746604,0.3385650788285598,0.9809351336671983,0.1575505278896613,0.9883730444513102
1355,2,6.1,0.32,0.25,1.8,0.086,5.0,32.0,0.99464,3.36,0.44,10.1,1,[0.18262849 0.14015193 0.15593863 0.14306783 0.16290968 0.21530345],[28.34038039 21.74884651 24.19863519 22.20133693 25.2804062  33.41089689],1,28.34038039,21.74884651,24.19863519,22.20133693,25.2804062,33.41089689,1.0,0.9237398946167145,0.21006500572071243,0.9507631887638325,0.5080392516127026,0.9970841026169877,0.15593863185653836,0.9871834516848076
1356,2,6.1,0.34,0.25,1.8,0.084,4.0,28.0,0.99464,3.36,0.44,10.1,1,[0.18002584 0.13682126 0.1520558  0.14428712 0.16398862 0.22282135],[28.28241645 21.49489144 23.88826712 22.66779315 25.76293725 35.00567639],1,28.28241645,21.49489144,23.88826712,22.66779315,25.76293725,35.00567639,1.0,0.8966144055244878,0.17714556842405024,0.9355045094898692,0.44991799502961244,0.9925341380385276,0.15205579742628014,0.9811951722740002
1357,3,7.3,0.43,0.24,2.5,0.078,27.0,67.0,0.99648,3.6,0.59,11.1,3,[0.36418581 0.12173403 0.12201266 0.11369745 0.12738479 0.15098526],[69.2032693  23.1321274  23.18507454 21.60500139 24.20589507 28.69050164],0,69.2032693,23.1321274,23.18507454,21.60500139,24.20589507,28.69050164,0.9339824658352011,0.6414144156799286,0.0,0.3325160225271373,0.5444953113777042,0.9919634197090256,0.11369744685138936,0.6418022023750389
1358,2,7.4,0.64,0.17,5.4,0.168,52.0,98.0,0.99736,3.28,0.5,9.5,2,[0.19372504 0.13135985 0.09741045 0.12599927 0.16340765 0.28809774],[62.71611166 42.52614234 31.53544126 40.79072124 52.90122532 93.26811607],0,62.71611166,42.52614234,31.53544126,40.79072124,52.90122532,93.26811607,0.7731033014513792,0.5396165510109902,0.0,0.00011245113404112494,0.0006599560665636466,0.9714111815677794,0.09741045179727766,0.5000405697984617
1359,3,11.6,0.475,0.4,1.4,0.091,6.0,28.0,0.99704,3.07,0.65,10.0333333333333,5,[0.18886228 0.16964693 0.1627789  0.16346627 0.16300449 0.15224113],[28.05656036 25.20201203 24.18172646 24.28383893 24.21523907 22.61628136],1,28.05656036,25.20201203,24.18172646,24.28383893,24.21523907,22.61628136,1.0,0.9770452814530872,0.30652059750859884,0.8876399672067743,0.682637969279956,0.9894622317395912,0.16346626727275929,0.9590581519566349
1360,2,9.2,0.54,0.31,2.3,0.112,11.0,38.0,0.99699,3.24,0.56,10.9,3,[0.20214489 0.14206606 0.14004391 0.13432422 0.14672766 0.23469326],[28.45432961 19.99750961 19.71286793 18.90775224 20.65368635 33.03590452],1,28.45432961,19.99750961,19.71286793,18.90775224,20.65368635,33.03590452,1.0,0.8142503546800187,0.056986623161101306,0.7716743159637192,0.669076876699633,0.9942803071672573,0.14004391022614787,0.8938642340928281
1361,2,8.3,0.85,0.14,2.5,0.093,13.0,54.0,0.99724,3.36,0.54,10.1,1,[0.15278369 0.12486094 0.13257822 0.16039075 0.207558   0.22182839],[21.62584279 17.67350317 18.76584941 22.70258829 29.3789     31.39880881],1,21.62584279,17.67350317,18.76584941,22.70258829,29.3789,31.39880881,1.0,0.764208501569975,0.07958629618687421,0.7535774008092684,0.3670020617341779,0.9922827197042406,0.13257821978220022,0.8829630244514508
1362,3,11.6,0.475,0.4,1.4,0.091,6.0,28.0,0.99704,3.07,0.65,10.0333333333333,3,[0.21671892 0.16650507 0.15776639 0.1509849  0.15215334 0.15587139],[33.36746305 25.63620945 24.29074581 23.24662301 23.42652371 23.99897869],0,33.36746305,25.63620945,24.29074581,23.24662301,23.42652371,23.99897869,0.9923206403468421,0.8891767560310518,0.0,0.636405489788582,0.7862077948057281,0.9988315597944057,0.1509848987201063,0.8114711121892104
1363,1,8.0,0.83,0.27,2.0,0.08,11.0,63.0,0.99652,3.29,0.48,9.8,1,[0.21270856 0.11435328 0.1200527  0.1381029  0.17979475 0.23498781],[34.15034461 18.35941161 19.27445283 22.17241062 28.86603397 37.72727586],0,34.15034461,18.35941161,19.27445283,22.17241062,28.86603397,37.72727586,0.9525256966294628,0.6455919804567218,0.0,0.29706639741634255,0.3736489809327156,0.9943005816144298,0.11435328353654396,0.6244640576069559
1364,3,7.2,0.605,0.02,1.9,0.096,10.0,31.0,0.995,3.46,0.53,11.8,1,[0.15796849 0.12987512 0.1787106  0.14953099 0.17223865 0.21167615],[23.05906649 18.95820401 26.08684466 21.82742277 25.14211833 30.89891114],1,23.05906649,18.95820401,26.08684466,21.82742277,25.14211833,30.89891114,1.0,0.8791089991547779,0.24028884793188207,0.9472730903503576,0.17023893527172218,0.9803441234809689,0.14953099173790696,0.9858712858415969
1365,2,7.8,0.5,0.09,2.2,0.115,10.0,42.0,0.9971,3.18,0.62,9.5,2,[0.15754172 0.12971807 0.12613789 0.12999178 0.17051335 0.28609718],[23.926376   19.70070737 19.15697289 19.74227636 25.89641973 43.45051376],0,23.926376,19.70070737,19.15697289,19.74227636,25.89641973,43.45051376,0.9724002559522105,0.7217264898109498,0.0,0.5342732109162363,0.6058597222309621,0.9964198144023412,0.12613788707222964,0.7507177801969095
1366,2,7.3,0.74,0.08,1.7,0.094,10.0,45.0,0.99576,3.24,0.5,9.8,0,[0.12413777 0.12599029 0.13953682 0.15532613 0.19144848 0.2635605 ],[17.79953544 18.06515946 20.00753248 22.27148877 27.45090315 37.79070849],1,17.79953544,18.06515946,20.00753248,22.27148877,27.45090315,37.79070849,1.0,0.8108238775428793,0.11044859820717474,0.9417835783936146,0.5019559643525549,0.9981474811677581,0.13953681864272188,0.9837364225532579
1367,3,6.9,0.54,0.3,2.2,0.088,9.0,105.0,0.99725,3.25,1.18,10.5,2,[0.36399081 0.11450537 0.11348104 0.13526069 0.14493374 0.12782835],[84.33499015 26.53036515 26.29303437 31.3392786  33.58047888 29.61723906],1,84.33499015,26.53036515,26.29303437,31.3392786,33.58047888,29.61723906,1.0,0.7820894250007314,0.08694131963850682,0.9964880016612256,0.4427414796983746,0.9989756775744172,0.1352606934151895,0.9997123539181392
1368,3,8.0,0.77,0.32,2.1,0.079,16.0,74.0,0.99656,3.27,0.5,9.8,2,[0.32023396 0.1118078  0.10915002 0.12627306 0.1660065  0.16652867],[55.28534755 19.30255288 18.84371295 21.79984365 28.65944318 28.74959129],1,55.28534755,19.30255288,18.84371295,21.79984365,28.65944318,28.74959129,1.0,0.7226117084486319,0.08111959664726126,0.9691119577104461,0.43832187570198117,0.9973422229859827,0.12627306294406448,0.9934179659153557
1369,1,6.6,0.61,0.0,1.6,0.069,4.0,8.0,0.99396,3.33,0.37,10.4,0,[0.12536358 0.13738126 0.16026625 0.15686878 0.17300976 0.24711037],[21.46895075 23.52702089 27.44615498 26.86432628 29.62852573 42.31851355],1,21.46895075,23.52702089,27.44615498,26.86432628,29.62852573,42.31851355,1.0,0.7963034885947452,0.09871046983782739,0.8874947380369732,0.2205694094613116,0.9879823172433483,0.13738126207163118,0.9589849182876756
1370,2,8.7,0.78,0.51,1.7,0.415,12.0,66.0,0.99623,3.0,1.17,9.2,2,[0.24389196 0.16839201 0.10592793 0.11338928 0.18916505 0.17923377],[88.89764864 61.37821845 38.61030728 41.32993977 68.94990839 65.32999709],0,88.89764864,61.37821845,38.61030728,41.32993977,68.94990839,65.32999709,0.9341970371583197,0.5923903045974146,0.0,0.06182477943734033,0.12945890915974764,0.992538649687237,0.10592792568804094,0.5230014370319843
1371,3,7.5,0.58,0.56,3.1,0.153,5.0,14.0,0.99476,3.21,1.03,11.6,3,[0.17636036 0.15723491 0.15100328 0.13537649 0.14762509 0.23239987],[37.72794282 33.6365246  32.3034217  28.96045646 31.58074166 49.71621113],0,37.72794282,33.6365246,32.3034217,28.96045646,31.58074166,49.71621113,0.9170290163186424,0.7828638177981059,0.0,0.10521381128144791,0.2387040840501002,0.9877514009799077,0.13537649207703953,0.5400105216838114
1372,2,8.7,0.78,0.51,1.7,0.415,12.0,66.0,0.99623,3.0,1.17,9.2,2,[0.26882612 0.15237493 0.09604646 0.15350013 0.16655232 0.16270004],"[110.25015962  62.49154542  39.39028284  62.95301237  68.30593519
  66.72605233]",0,110.25015962,62.49154542,39.39028284,62.95301237,68.30593519,66.72605233,0.6303297922083885,0.5312576935468722,0.0,1.528133175554558e-10,2.074647682035372e-09,0.9436715296638742,0.09604645507148471,0.5000000235562433
1373,2,7.7,0.75,0.27,3.8,0.11,34.0,89.0,0.99664,3.24,0.45,9.3,2,[0.2477425  0.11293124 0.08490313 0.11122251 0.14307321 0.3001274 ],[61.05592824 27.83180821 20.92430336 27.41069355 35.26027163 73.9661409 ],0,61.05592824,27.83180821,20.92430336,27.41069355,35.26027163,73.9661409,0.76336278471278,0.46390240482603784,0.0,0.0025185263060734098,0.010761857217855057,0.9736806140408828,0.08490312792260372,0.5009095155779624
1374,0,6.8,0.815,0.0,1.2,0.267,16.0,29.0,0.99471,3.32,0.51,9.8,2,[0.14724005 0.17326211 0.11469529 0.13287578 0.2099376  0.22198917],[42.92186284 50.50753831 33.43475963 38.73454171 61.19879018 64.71193434],1,42.92186284,50.50753831,33.43475963,38.73454171,61.19879018,64.71193434,1.0,0.8633147636014484,0.3033235353787707,0.9999245589462656,0.01791468158870951,0.9818195173502914,0.14724005079389893,0.9999988711280163
1375,2,7.2,0.56,0.26,2.0,0.083,13.0,100.0,0.99586,3.26,0.52,9.9,2,[0.31869047 0.11635817 0.10555132 0.12175214 0.16022529 0.17742261],[57.97265926 21.16659638 19.2007331  22.1478082  29.1464204  32.27476687],0,57.97265926,21.16659638,19.2007331,22.1478082,29.1464204,32.27476687,0.9071242610000048,0.5900356302898611,0.0,0.161480420591691,0.29975870621294826,0.9891931490435912,0.10555131833251663,0.5631813484765081
1376,2,8.2,0.885,0.2,1.4,0.086,7.0,31.0,0.9946,3.11,0.46,10.0,1,[0.16296779 0.13249095 0.15600216 0.16347698 0.2005624  0.18449973],[25.35074928 20.60986841 24.26719705 25.42995615 31.19884665 28.70018878],1,25.35074928,20.60986841,24.26719705,25.42995615,31.19884665,28.70018878,1.0,0.9241857441730131,0.34539013649485123,0.9752607136309794,0.11838337978338369,0.9764887906450528,0.15600215525075328,0.9952129966098757
1377,3,5.2,0.49,0.26,2.3,0.09,23.0,74.0,0.9953,3.71,0.62,12.2,3,[0.3168415  0.12552541 0.14940786 0.12187997 0.13274129 0.15360397],[71.25177601 28.2283371  33.59905548 27.40854346 29.85105274 34.54268401],0,71.25177601,28.2283371,33.59905548,27.40854346,29.85105274,34.54268401,0.9709584862166408,0.6939823823454467,0.0,0.34653812253494043,0.4533162287417403,0.9963545519456101,0.12187996656075493,0.6488128310023439
1378,3,7.2,0.45,0.15,2.0,0.078,10.0,28.0,0.99609,3.29,0.51,9.9,1,[0.21531708 0.13300002 0.14481375 0.14819427 0.16211913 0.19655575],[28.10947844 17.36305016 18.90532315 19.34664793 21.16452758 25.66020198],1,28.10947844,17.36305016,18.90532315,19.34664793,21.16452758,25.66020198,1.0,0.869883041437562,0.18458205071791697,0.899879363724603,0.4576113562409235,0.988186272726644,0.14819427155931483,0.9651149416400775
1379,3,7.5,0.57,0.02,2.6,0.077,11.0,35.0,0.99557,3.36,0.62,10.8,1,[0.1729251  0.13616068 0.16183264 0.15268854 0.17435086 0.20204218],[21.56241005 16.97817391 20.17926711 19.03906864 21.74019092 25.19308196],1,21.56241005,16.97817391,20.17926711,19.03906864,21.74019092,25.19308196,1.0,0.9010177800378698,0.25087252556029865,0.8927291243200521,0.3225740318264187,0.9834721429852478,0.1526885384271781,0.9616047415089995
1380,3,7.5,0.57,0.02,2.6,0.077,11.0,35.0,0.99557,3.36,0.62,10.8,1,[0.18052898 0.14371714 0.16715163 0.15618584 0.16471382 0.18770259],[22.82794574 18.17307717 21.13637531 19.74974761 20.82811365 23.73505063],1,22.82794574,18.17307717,21.13637531,19.74974761,20.82811365,23.73505063,1.0,0.925475327699164,0.2834732044400168,0.8460001857259813,0.4682515244337037,0.9875313042837461,0.15618583768330319,0.9369675713772706
1381,2,6.8,0.83,0.09,1.8,0.074,4.0,25.0,0.99534,3.38,0.45,9.6,1,[0.12944034 0.1138329  0.14335249 0.15788073 0.200717   0.25477655],[20.70997522 18.21284242 22.93586868 25.26033261 32.11397744 40.76330491],1,20.70997522,18.21284242,22.93586868,25.26033261,32.11397744,40.76330491,1.0,0.836706416435289,0.2094425452198588,0.9918611784253719,0.17880756775872458,0.9843925592028886,0.1433524931286877,0.9990335984319771
1382,2,8.0,0.6,0.22,2.1,0.08,25.0,105.0,0.99613,3.3,0.49,9.9,2,[0.31418465 0.11248079 0.09756805 0.11713704 0.1581837  0.20044576],[62.76230534 22.46944228 19.4904362  23.3995865  31.59916915 40.04154287],0,62.76230534,22.46944228,19.4904362,23.3995865,31.59916915,40.04154287,0.8674196696230853,0.54058398450537,0.0,0.06621156860692445,0.15806707943055837,0.9850872594038216,0.09756805167613655,0.524687993184556
