index,true_label,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,label,description_lengths,description_lengths_unnormalized
4703,4,5.9,0.12,0.28,1.4,0.037,36.0,83.0,0.99074,3.33,0.42,10.9,5,"[0.14152992 0.12788591 0.14074769 0.11804227 0.10312154 0.10184302
 0.26682965]","[28.54320457 25.79153516 28.38544825 23.80630729 20.79715133 20.53930527
 53.81316988]"
4704,3,6.3,0.36,0.5,8.3,0.053,51.0,202.0,0.9955,3.2,0.51,9.6,2,"[0.10852754 0.08605798 0.07049942 0.07897776 0.09715828 0.09653142
 0.4622476 ]","[ 31.5872455   25.04741725  20.51905248  22.98669723  28.27819009
  28.09574047 134.53845836]"
4705,3,5.7,0.27,0.16,9.0,0.053,32.0,111.0,0.99474,3.36,0.37,10.4,3,"[0.12029865 0.09679339 0.09516596 0.09135021 0.09744744 0.10344081
 0.39550353]","[29.55265441 23.77833466 23.37853973 22.44115972 23.93900847 25.41134465
 97.15968446]"
4706,4,6.1,0.22,0.4,1.85,0.031,25.0,111.0,0.98966,3.03,0.3,11.8,4,"[0.10039854 0.11039108 0.11980079 0.09402166 0.08066017 0.08166971
 0.41305806]","[ 26.24128395  28.85304481  31.31247226  24.57455214  21.08224359
  21.34610684 107.96146838]"
4707,3,5.6,0.205,0.16,12.55,0.051,31.0,115.0,0.99564,3.4,0.38,10.8,3,"[0.08535626 0.07758328 0.07206662 0.06788826 0.07243927 0.07188868
 0.55277761]","[ 30.53040253  27.75014667  25.7769368   24.28241189  25.91022771
  25.71329174 197.71862687]"
4708,3,7.2,0.33,0.28,1.4,0.034,26.0,109.0,0.99246,3.28,0.57,10.6,4,"[0.16112413 0.15046639 0.15585511 0.14199794 0.12444212 0.12897445
 0.13713986]","[22.87484558 21.36176319 22.12680177 20.1594938  17.66708878 18.31054487
 19.46979126]"
4709,3,5.9,0.21,0.31,1.8,0.033,45.0,142.0,0.98984,3.35,0.5,12.7,4,"[0.12401132 0.14031415 0.14914889 0.10708666 0.08608546 0.0882762
 0.30507731]","[27.53796032 31.15816775 33.12000945 23.77966935 19.11614122 19.60261816
 67.7454824 ]"
4710,4,5.4,0.33,0.31,4.0,0.03,27.0,108.0,0.99031,3.3,0.43,12.2,5,"[0.13227834 0.13276756 0.14392095 0.11200798 0.09100415 0.0887042
 0.29931681]","[28.14035321 28.24442784 30.61715414 23.82811953 19.35984922 18.87056915
 63.67543173]"
4711,3,5.4,0.205,0.16,12.55,0.051,31.0,115.0,0.99564,3.4,0.38,10.8,3,"[0.09628352 0.09786129 0.09013687 0.08449519 0.09072493 0.09149097
 0.44900724]","[ 28.19676086  28.65881365  26.39670669  24.74453191  26.56891961
  26.79325608 131.49238966]"
4712,3,5.7,0.27,0.16,9.0,0.053,32.0,111.0,0.99474,3.36,0.37,10.4,3,"[0.10855835 0.09582132 0.09054953 0.08621451 0.09149697 0.09195011
 0.43540922]","[ 28.15753215  24.85384046  23.48645916  22.36205535  23.73220292
  23.84973691 112.93510932]"
4713,3,6.4,0.28,0.28,3.0,0.04,19.0,98.0,0.99216,3.25,0.47,11.1,4,"[0.1444647  0.14349185 0.14715905 0.12794974 0.10910699 0.11781484
 0.21001285]","[22.46107381 22.3098174  22.87998641 19.89336197 16.96373046 18.31760832
 32.65236558]"
4714,4,6.1,0.22,0.4,1.85,0.031,25.0,111.0,0.98966,3.03,0.3,11.8,4,"[0.12774339 0.12808735 0.14169338 0.11166828 0.0963619  0.09978429
 0.29466139]","[28.18892246 28.2648229  31.26724315 24.64165475 21.26402127 22.01923372
 65.02244002]"
4715,3,6.7,0.15,0.32,7.9,0.034,17.0,81.0,0.99512,3.29,0.31,10.0,4,"[0.09509883 0.08174675 0.08463835 0.08025842 0.07515807 0.07797809
 0.50512149]","[ 27.67675595  23.79087897  24.63242522  23.35772784  21.87336637
  22.69407924 147.00626224]"
4716,3,5.5,0.315,0.38,2.6,0.033,10.0,69.0,0.9909,3.12,0.59,10.8,4,"[0.07438148 0.0742108  0.08381376 0.07423806 0.06860173 0.06931149
 0.55544269]","[ 25.19184521  25.13403725  28.38640961  25.14327166  23.23433508
  23.47471717 188.11975916]"
4717,3,4.8,0.225,0.38,1.2,0.074,47.0,130.0,0.99132,3.31,0.4,10.3,3,"[0.1239829  0.11782702 0.11809801 0.10990401 0.13029431 0.12783589
 0.27205787]","[28.88373813 27.44963099 27.51276376 25.60384329 30.35407956 29.78135261
 63.38009908]"
4718,3,5.2,0.24,0.15,7.1,0.043,32.0,134.0,0.99378,3.24,0.48,9.9,3,"[0.14930951 0.11554379 0.10816471 0.10658086 0.1105954  0.11100039
 0.29880534]","[30.89974224 23.91189396 22.38478679 22.0570087  22.88782092 22.97163347
 61.83804371]"
4719,3,6.7,0.15,0.32,7.9,0.034,17.0,81.0,0.99512,3.29,0.31,10.0,4,"[0.10488702 0.08596307 0.08897687 0.08386336 0.079021   0.08280269
 0.474486  ]","[ 29.2408825   23.96517858  24.80537953  23.37981093  22.02983539
  23.08411212 132.27937763]"
4720,2,6.6,0.27,0.32,1.3,0.044,18.0,93.0,0.99044,3.11,0.56,12.25,4,"[0.08944621 0.09375088 0.10656149 0.08082112 0.06632076 0.07118373
 0.49191581]","[ 25.01382141  26.21763273  29.80014733  22.60179742  18.54674126
  19.90668189 137.56529828]"
4721,3,6.1,0.32,0.33,10.7,0.036,27.0,98.0,0.99521,3.34,0.52,10.2,4,"[0.15363463 0.14576819 0.12974552 0.12660448 0.12007754 0.12547899
 0.19869065]","[24.86589816 23.59270764 20.99942552 20.49104487 19.43465404 20.3088842
 32.15825512]"
4722,3,6.0,0.25,0.28,7.7,0.053,37.0,132.0,0.99489,3.06,0.5,9.4,2,"[0.10720221 0.0834085  0.07066558 0.0717943  0.0744459  0.08668714
 0.50579638]","[ 29.16623293  22.69273784  19.22580519  19.53289194  20.25430596
  23.58475042 137.61073787]"
4723,3,6.4,0.42,0.46,8.4,0.05,58.0,180.0,0.99495,3.18,0.46,9.7,2,"[0.09700605 0.07837657 0.06428756 0.07318421 0.08430959 0.08255792
 0.52027809]","[ 30.97981117  25.0303073   20.53084732  23.37207752  26.9250755
  26.36565994 166.15578588]"
4724,3,6.1,0.32,0.33,10.7,0.036,27.0,98.0,0.99521,3.34,0.52,10.2,4,"[0.15732732 0.14077058 0.1307618  0.12716336 0.12007161 0.12448783
 0.19941749]","[25.29753216 22.63528081 21.02591473 20.44730126 19.3069801  20.01708782
 32.06544349]"
4725,3,6.9,0.31,0.33,12.7,0.038,33.0,116.0,0.9954,3.04,0.65,10.4,4,"[0.10488757 0.10472424 0.08899781 0.08565079 0.08147631 0.08901972
 0.44524357]","[ 25.76449975  25.72438079  21.861353    21.03919304  20.01377662
  21.86673357 109.36928321]"
4726,3,6.3,0.48,0.48,1.8,0.035,35.0,96.0,0.99121,3.49,0.74,12.2,5,"[0.12889837 0.12601169 0.15109234 0.1254773  0.10808137 0.10031137
 0.26012756]","[33.47057643 32.7210032  39.23360555 32.58223906 28.06509944 26.04749369
 67.54638711]"
4727,3,6.0,0.25,0.28,7.7,0.053,37.0,132.0,0.99489,3.06,0.5,9.4,2,"[0.1163172  0.10519608 0.08348904 0.08505811 0.08898265 0.09395997
 0.42699696]","[26.70351278 24.15038169 19.16698952 19.52720813 20.42818407 21.57085396
 98.02779491]"
4728,3,7.2,0.21,0.31,10.5,0.035,36.0,122.0,0.99478,3.12,0.4,10.6,4,"[0.15901188 0.13481867 0.11684398 0.11032941 0.10436029 0.1162408
 0.25839497]","[27.24716444 23.10158643 20.0215678  18.90527719 17.88245029 19.91821244
 44.27675749]"
4729,2,6.8,0.32,0.43,1.6,0.05,4.0,65.0,0.99346,3.27,0.47,10.7,1,"[0.09764088 0.09560748 0.10746317 0.10385332 0.10620396 0.10824786
 0.38098332]","[22.50713596 22.03841751 24.77126608 23.93916167 24.4810068  24.95214466
 87.82021815]"
4730,2,7.9,0.3,0.6,1.85,0.048,13.0,106.0,0.99331,3.24,0.49,11.85,3,"[0.08884696 0.07135156 0.07863575 0.0699539  0.07582005 0.07841067
 0.53698111]","[ 32.02888046  25.72187823  28.34779123  25.21802929  27.33274796
  28.26665249 193.57899032]"
4731,3,5.3,0.31,0.38,10.5,0.031,53.0,140.0,0.99321,3.34,0.46,11.7,5,"[0.14151888 0.15884699 0.14283943 0.12423932 0.11749489 0.11427221
 0.20078829]","[26.17818955 29.38354675 26.42246594 22.98181391 21.73422767 21.13809515
 37.14185635]"
4732,3,5.3,0.31,0.38,10.5,0.031,53.0,140.0,0.99321,3.34,0.46,11.7,5,"[0.14235056 0.15911567 0.14271425 0.12438258 0.1168884  0.11311068
 0.20143786]","[26.34666726 29.44960368 26.41397939 23.02110005 21.63405356 20.93486273
 37.28272089]"
4733,3,5.2,0.185,0.22,1.0,0.03,47.0,123.0,0.99218,3.55,0.44,10.15,5,"[0.08133391 0.09055807 0.09224124 0.08269429 0.07863111 0.07822437
 0.49631702]","[ 26.87633855  29.92441161  30.4806059   27.3258711   25.98321266
  25.84880817 164.00520724]"
4734,3,5.5,0.16,0.31,1.2,0.026,31.0,68.0,0.9898,3.33,0.44,11.6333333333333,5,"[0.11189474 0.11424552 0.1248549  0.09946133 0.08725789 0.08538326
 0.37690236]","[29.32097649 29.93697752 32.71706743 26.06291892 22.86512078 22.37388977
 98.76376475]"
4735,3,6.0,0.17,0.36,1.7,0.042,14.0,61.0,0.99144,3.22,0.54,10.8,4,"[0.07785346 0.08197359 0.09220701 0.07969038 0.07331095 0.0767925
 0.5181721 ]","[ 23.19850607  24.42620859  27.47552638  23.74586378  21.84494424
  22.88236496 154.40313321]"
4736,3,6.0,0.16,0.36,1.6,0.042,13.0,61.0,0.99143,3.22,0.54,10.8,4,"[0.0718516  0.06873723 0.07796101 0.06750628 0.06221346 0.06481839
 0.58691202]","[ 25.42673382  24.32462526  27.588719    23.88901829  22.01600354
  22.93783072 207.69550886]"
4737,4,6.1,0.24,0.32,9.0,0.031,41.0,134.0,0.99234,3.25,0.26,12.3,5,"[0.11150891 0.12013148 0.12311104 0.0943981  0.07889326 0.0788786
 0.39307861]","[27.42207636 29.54252565 30.27525286 23.21421626 19.40129402 19.39768798
 96.66520967]"
4738,3,5.5,0.3,0.25,1.9,0.029,33.0,118.0,0.98972,3.36,0.66,12.5,5,"[0.16593387 0.16138975 0.18406577 0.13624232 0.11138055 0.10957292
 0.13141482]","[32.36893615 31.48250931 35.90595054 26.5769678  21.72714974 21.37453159
 25.63525988]"
4739,3,5.5,0.16,0.31,1.2,0.026,31.0,68.0,0.9898,3.33,0.44,11.65,4,"[0.11801761 0.10723081 0.12322067 0.09784341 0.08507695 0.08925992
 0.37935063]","[ 31.48786311  28.60987588  32.87607278  26.10525505  22.69908055
  23.81512616 101.21320737]"
4740,2,6.0,0.32,0.46,1.5,0.05,56.0,189.0,0.99308,3.24,0.49,9.6,2,"[0.09730982 0.08564148 0.07629969 0.07956221 0.09077979 0.09471326
 0.47569375]","[ 27.596997    24.28786517  21.63853851  22.56378958  25.74508712
  26.86061563 134.90642122]"
4741,3,6.1,0.27,0.31,3.9,0.034,42.0,137.0,0.99218,3.24,0.46,10.9,4,"[0.0968327  0.0959733  0.08723631 0.0764617  0.06550441 0.07031328
 0.5076783 ]","[ 23.57773029  23.3684755   21.24111119  18.61760772  15.94962632
  17.12053411 123.61425361]"
4742,3,6.0,0.27,0.32,3.6,0.035,36.0,133.0,0.99215,3.23,0.46,10.8,4,"[0.16211575 0.17165748 0.15259824 0.13511167 0.11527048 0.12411411
 0.13913227]","[22.41607856 23.73543219 21.10007176 18.68216837 15.93868678 17.16151324
 19.23810468]"
4743,2,6.0,0.14,0.37,1.2,0.032,63.0,148.0,0.99185,3.32,0.44,11.2,5,"[0.0947394  0.10391315 0.09980609 0.08709958 0.0818752  0.07996175
 0.45260483]","[ 25.86973796  28.37474102  27.25325749  23.78359105  22.35701032
  21.83452142 123.5892111 ]"
4744,2,5.0,0.24,0.19,5.0,0.043,17.0,101.0,0.99438,3.67,0.57,10.0,1,"[0.09969601 0.09297147 0.10639286 0.09723477 0.09435031 0.09727138
 0.41208321]","[ 31.81519483  29.66924328  33.95230573  31.02975757  30.10926267
  31.04143911 131.5048311 ]"
4745,0,6.1,0.26,0.25,2.9,0.047,289.0,440.0,0.99314,3.44,0.64,10.5,0,"[0.11312838 0.14147767 0.14150622 0.13754899 0.13482598 0.13514956
 0.19636319]","[ 68.33612275  85.46074688  85.47799419  83.08759511  81.44274043
  81.63819752 118.61479659]"
4746,3,6.3,0.23,0.5,10.4,0.043,61.0,132.0,0.99542,2.86,0.46,9.1,2,"[0.10668153 0.10135523 0.08391222 0.0877841  0.09990232 0.10588611
 0.41447848]","[ 31.40989857  29.84169328  24.70600386  25.84598904  29.4139162
  31.17570427 122.03355776]"
4747,3,5.6,0.26,0.5,11.4,0.029,25.0,93.0,0.99428,3.23,0.49,10.5,3,"[0.15524766 0.1412255  0.13415849 0.12782322 0.13778119 0.13937353
 0.16439041]","[27.11708238 24.667835   23.4334418  22.32686018 24.06621765 24.34435146
 28.71404473]"
4748,2,6.1,0.34,0.24,18.35,0.05,33.0,184.0,0.99943,3.12,0.61,9.3,2,"[0.10041484 0.10694288 0.07991686 0.08697496 0.10705606 0.10762523
 0.41106917]","[ 31.73280639  33.79577878  25.25509483  27.48557436  33.83154652
  34.01141281 129.90488748]"
4749,3,6.2,0.35,0.25,18.4,0.051,28.0,182.0,0.99946,3.13,0.62,9.3,2,"[0.09712304 0.10934198 0.08251593 0.08997494 0.11124985 0.11224591
 0.39754834]","[ 30.09871453  33.88540077  25.57192767  27.88349558  34.47665503
  34.78533583 123.20139444]"
4750,2,6.0,0.14,0.37,1.2,0.032,63.0,148.0,0.99185,3.32,0.44,11.2,5,"[0.105506   0.11150171 0.10693157 0.09363142 0.0881556  0.07968557
 0.41458813]","[ 26.78921957  28.31159955  27.15118793  23.77412341  22.38374741
  20.23310823 105.26882067]"
4751,3,7.3,0.36,0.62,7.1,0.033,48.0,185.0,0.99472,3.14,0.62,10.6,2,"[0.14851298 0.10434867 0.09471613 0.09937986 0.12283014 0.12470534
 0.30550688]","[37.15599198 26.10666409 23.6967297  24.86353184 30.73048414 31.19963491
 76.43379914]"
4752,4,5.1,0.25,0.36,1.3,0.035,40.0,78.0,0.9891,3.23,0.64,12.1,5,"[0.1236993  0.13729189 0.1487406  0.11385454 0.09689475 0.09138241
 0.28813651]","[29.42139609 32.65433967 35.37736968 27.07985873 23.04603742 21.73494962
 68.5321424 ]"
4753,3,5.5,0.16,0.26,1.5,0.032,35.0,100.0,0.99076,3.43,0.77,12.0,5,"[0.13958177 0.13893315 0.16151078 0.1224468  0.10013375 0.09843853
 0.23895522]","[33.90626746 33.74870966 39.23311587 29.74395499 24.32381951 23.91202825
 58.04540161]"
4754,3,6.4,0.19,0.35,10.2,0.043,40.0,106.0,0.99632,3.16,0.5,9.7,3,"[0.14740075 0.13610762 0.10840212 0.10760464 0.10903856 0.11693538
 0.27451094]","[26.6759834  24.63220019 19.61817119 19.47384761 19.73335134 21.16248571
 49.67986672]"
4755,3,6.6,0.29,0.73,2.2,0.027,21.0,92.0,0.99,3.12,0.48,12.4,3,"[0.20285866 0.10926532 0.12329074 0.10632338 0.12995435 0.12283588
 0.20547166]","[58.78684532 31.66423051 35.72868776 30.81168064 37.65974742 35.59687202
 59.54407252]"
4756,4,6.0,0.38,0.26,3.5,0.035,38.0,111.0,0.98872,3.18,0.47,13.6,5,"[0.1425543  0.13136228 0.14975577 0.10541333 0.08266125 0.07644606
 0.311807  ]","[37.07861297 34.16755157 38.95172939 27.41818494 21.50033151 19.88375038
 81.10152675]"
4757,4,6.0,0.38,0.26,3.5,0.035,38.0,111.0,0.98872,3.18,0.47,13.6,4,"[0.15741699 0.13415613 0.1589207  0.11066572 0.08622109 0.08637529
 0.26624408]","[38.94357217 33.18904145 39.31557793 27.37772159 21.33033654 21.36848252
 65.86643252]"
4758,3,6.5,0.2,0.35,3.9,0.04,27.0,140.0,0.99102,2.98,0.53,11.8,4,"[0.08505155 0.09028716 0.09164707 0.07272273 0.06111995 0.06716915
 0.53200238]","[ 24.36986201  25.87002202  26.25967809  20.83727953  17.51272951
  19.24600913 152.43489508]"
4759,3,6.6,0.17,0.26,7.4,0.052,45.0,128.0,0.99388,3.16,0.37,10.0,3,"[0.12851371 0.11345333 0.09499544 0.0916517  0.0922888  0.09506678
 0.38403024]","[27.51617817 24.29158623 20.33955347 19.62362111 19.76003184 20.35482637
 82.22503335]"
4760,3,6.6,0.17,0.26,7.4,0.052,45.0,128.0,0.99388,3.16,0.37,10.0,3,"[0.09011463 0.07659363 0.06629226 0.063638   0.06430621 0.07036225
 0.56869301]","[ 27.78535057  23.61637361  20.44011723  19.62172094  19.82775332
  21.69503266 175.34704421]"
4761,3,6.2,0.15,0.27,11.0,0.035,46.0,116.0,0.99602,3.12,0.38,9.1,2,"[0.10703085 0.10696869 0.08890536 0.08901578 0.0929222  0.09649196
 0.41866516]","[ 26.90857108  26.89294384  22.35165023  22.37941032  23.3615224
  24.25899429 105.25639007]"
4762,4,5.9,0.48,0.3,1.5,0.037,19.0,78.0,0.99057,3.47,0.42,11.9,5,"[0.1054821  0.10497747 0.12874254 0.11168578 0.09403456 0.09019356
 0.36488399]","[28.38737368 28.25156619 34.64722948 30.05690874 25.30660827 24.27291616
 98.19768364]"
4763,4,5.3,0.4,0.25,3.9,0.031,45.0,130.0,0.99072,3.31,0.58,11.75,5,"[0.15502455 0.14824819 0.15189516 0.12955498 0.11131182 0.10502543
 0.19893986]","[29.93837318 28.62972253 29.33402545 25.01968588 21.49656181 20.28253391
 38.41930873]"
4764,3,5.9,0.26,0.29,5.4,0.046,34.0,116.0,0.99224,3.24,0.41,11.4,4,"[0.09175016 0.09182315 0.09080537 0.07564687 0.06456182 0.07004277
 0.51536986]","[ 23.51141324  23.53011607  23.26930703  19.38487003  16.54427143
  17.94879118 132.06596821]"
4765,5,5.2,0.3,0.34,1.5,0.038,18.0,96.0,0.98942,3.56,0.48,13.0,4,"[0.08654444 0.09853763 0.12088441 0.08848071 0.0720346  0.07380332
 0.4597149 ]","[ 30.5829111   34.82104228  42.71790813  31.26714977  25.45545107
  26.08047882 162.45319091]"
4766,5,6.4,0.32,0.25,5.0,0.055,28.0,138.0,0.99171,3.27,0.5,12.4,4,"[0.14371775 0.13523007 0.13758608 0.10723579 0.09640343 0.09691057
 0.28291633]","[27.86992952 26.22398816 26.68086816 20.79530197 18.694676   18.79302152
 54.86349657]"
4767,4,6.6,0.19,0.25,1.2,0.052,34.0,181.0,0.99352,3.3,0.42,9.4,3,"[0.10396404 0.10516529 0.09513096 0.09456259 0.10016918 0.10194224
 0.39906569]","[23.20454487 23.47266142 21.23302079 21.10616203 22.35754073 22.75328347
 89.07058177]"
4768,3,6.8,0.27,0.3,13.0,0.047,69.0,160.0,0.99705,3.16,0.5,9.6,2,"[0.1124325  0.13110771 0.09439825 0.10278591 0.12064853 0.11259213
 0.32603496]","[25.23243614 29.42358291 21.18513564 23.06752041 27.07630335 25.26826203
 73.16973782]"
4769,3,6.8,0.27,0.3,13.0,0.047,69.0,160.0,0.99705,3.16,0.5,9.6,2,"[0.08190893 0.09635465 0.07086495 0.07734001 0.09279387 0.09106706
 0.48967053]","[ 24.34221472  28.63528761  21.06009572  22.98439411  27.57707115
  27.06388624 145.52339745]"
4770,3,6.8,0.27,0.3,13.0,0.047,69.0,160.0,0.99705,3.16,0.5,9.6,2,"[0.09139856 0.10272793 0.07705582 0.08447233 0.10198667 0.09515344
 0.44720526]","[ 24.9859144   28.08305981  21.0649929   23.0924683   27.88041871
  26.01239817 122.25392213]"
4771,3,6.8,0.27,0.3,13.0,0.047,69.0,160.0,0.99705,3.16,0.5,9.6,2,"[0.11017936 0.12770902 0.09331113 0.10246449 0.12106668 0.11927911
 0.32599019]","[24.81814108 28.76673566 21.01853485 23.08035007 27.27053401 26.86787993
 73.43000095]"
4772,2,6.4,0.28,0.45,8.6,0.057,47.0,223.0,0.99654,3.16,0.51,9.1,2,"[0.08599284 0.08688256 0.06628602 0.07393024 0.09699427 0.10007704
 0.48983703]","[ 27.31790889  27.60055212  21.05751461  23.48590438  30.81280571
  31.79212992 155.60974393]"
4773,4,5.2,0.21,0.31,1.7,0.048,17.0,61.0,0.98953,3.24,0.37,12.0,4,"[0.10859699 0.10301098 0.12684556 0.09988025 0.08936438 0.09240684
 0.379895  ]","[ 30.15108769  28.60017629  35.21765678  27.73095217  24.81130554
  25.6560208  105.47480957]"
4774,1,7.1,0.24,0.34,1.2,0.045,6.0,132.0,0.99132,3.16,0.46,11.2,4,"[0.12547618 0.12601714 0.13142599 0.1143219  0.10425926 0.10837822
 0.2901213 ]","[23.39272635 23.49357892 24.50196025 21.31321715 19.43722195 20.20512681
 54.08778201]"
4775,3,5.0,0.27,0.4,1.2,0.076,42.0,124.0,0.99204,3.32,0.47,10.1,3,"[0.11068617 0.11916677 0.10888186 0.10539896 0.1309914  0.15001902
 0.27485583]","[25.55822891 27.51645861 25.14160012 24.33737253 30.24685082 34.64046426
 63.46617543]"
4776,3,5.8,0.27,0.4,1.2,0.076,47.0,130.0,0.99185,3.13,0.45,10.3,3,"[0.10980354 0.10514441 0.08988777 0.0878321  0.11089301 0.13686969
 0.35956948]","[27.35648443 26.19570846 22.39466421 21.88251384 27.62791499 34.09975181
 89.58324005]"
4777,3,5.9,0.27,0.32,2.0,0.034,31.0,102.0,0.98952,3.16,0.56,12.3,4,"[0.18081222 0.16784148 0.18017222 0.13474871 0.10615023 0.1121416
 0.11813355]","[30.65483613 28.45578179 30.5463299  22.84524535 17.99666981 19.01244419
 20.02831728]"
4778,3,5.8,0.315,0.19,19.4,0.031,28.0,106.0,0.99704,2.97,0.4,10.55,2,"[0.11822761 0.11808248 0.09714636 0.09889262 0.11208391 0.11168992
 0.34387709]","[32.94549474 32.90505299 27.0709583  27.55757553 31.2334819  31.12368969
 95.82533736]"
4779,1,6.0,0.59,0.0,0.8,0.037,30.0,95.0,0.99032,3.1,0.4,10.9,1,"[0.12949935 0.08778174 0.11356429 0.11867559 0.11951619 0.11869655
 0.31226627]","[40.42797037 27.40428934 35.45325837 37.04893765 37.31136209 37.05548019
 97.48536617]"
4780,2,5.8,0.3,0.09,6.3,0.042,36.0,138.0,0.99382,3.15,0.48,9.7,2,"[0.14368145 0.10176592 0.09288547 0.09633656 0.10695814 0.10534928
 0.35302318]","[32.67299631 23.14145232 21.12204881 21.90682224 24.32215868 23.95630415
 80.27706494]"
4781,2,5.6,0.3,0.1,6.4,0.043,34.0,142.0,0.99382,3.14,0.48,9.8,2,"[0.10167797 0.07660764 0.06958074 0.07155548 0.07864835 0.07819083
 0.52373899]","[ 31.44079273  23.68856188  21.51570995  22.12633839  24.31958896
  24.17811662 161.9502177 ]"
4782,3,6.7,0.3,0.5,12.1,0.045,38.0,127.0,0.9974,3.04,0.53,8.9,2,"[0.09692766 0.09054863 0.07028612 0.07533431 0.08769525 0.09607129
 0.48313674]","[ 29.21694742  27.29411286  21.18637606  22.70805608  26.43401947
  28.95881199 145.6321217 ]"
4783,3,6.7,0.3,0.5,12.1,0.045,38.0,127.0,0.9974,3.04,0.53,8.9,2,"[0.09692766 0.09054863 0.07028612 0.07533431 0.08769525 0.09607129
 0.48313674]","[ 29.21694742  27.29411286  21.18637606  22.70805608  26.43401947
  28.95881199 145.6321217 ]"
4784,2,6.4,0.31,0.31,12.9,0.045,55.0,161.0,0.99546,3.02,0.59,10.2,2,"[0.11318923 0.11263392 0.09129993 0.0948074  0.10144263 0.10403553
 0.38259136]","[25.88613028 25.75913054 20.88009483 21.68224401 23.19970686 23.79269866
 87.49780714]"
4785,4,6.9,0.25,0.29,2.4,0.038,28.0,76.0,0.99088,3.01,0.36,11.7,4,"[0.08751567 0.09252269 0.10416158 0.08460384 0.07123348 0.07684537
 0.48311735]","[ 23.75054138  25.10937677  28.26801154  22.96031174  19.33178063
  20.85477033 131.11135793]"
4786,5,4.4,0.32,0.39,4.3,0.03,31.0,127.0,0.98904,3.46,0.36,12.8,5,"[0.15070204 0.15585049 0.17560923 0.13492497 0.11528339 0.1101644
 0.15746549]","[35.93193468 37.15948097 41.87056401 32.17020207 27.48705406 26.26653254
 37.54454698]"
4787,5,3.9,0.225,0.4,4.2,0.03,29.0,118.0,0.989,3.57,0.36,12.8,5,"[0.11290894 0.12229152 0.14546398 0.11207216 0.10028708 0.09511504
 0.31186127]","[ 37.58434856  40.70755778  48.42104675  37.30580831  33.38287274
  31.66123879 103.81022696]"
4788,2,6.4,0.31,0.31,12.9,0.045,55.0,161.0,0.99546,3.02,0.59,10.2,2,"[0.11318923 0.11263392 0.09129993 0.0948074  0.10144263 0.10403553
 0.38259136]","[25.88613028 25.75913054 20.88009483 21.68224401 23.19970686 23.79269866
 87.49780714]"
4789,3,5.5,0.62,0.33,1.7,0.037,24.0,118.0,0.98758,3.15,0.39,13.55,5,"[0.12649209 0.10886533 0.14557623 0.12133435 0.0998692  0.0859409
 0.3119219 ]","[ 43.41843717  37.36804984  49.96907288  41.64804061  34.28012439
  29.49923386 107.06726036]"
4790,3,6.2,0.3,0.42,2.2,0.036,28.0,128.0,0.9901,3.13,0.38,11.6,4,"[0.14919808 0.13601615 0.1417678  0.11533333 0.10102296 0.10508636
 0.25157533]","[27.68249423 25.2366954  26.30386648 21.39916556 18.74399144 19.4979222
 46.67776385]"
4791,3,6.7,0.3,0.5,12.1,0.045,38.0,127.0,0.9974,3.04,0.53,8.9,2,"[0.11926132 0.11363687 0.08524252 0.09182557 0.10753838 0.11140823
 0.37108711]","[29.53362875 28.1408031  21.1092829  22.7394975  26.63058452 27.58890561
 91.89525414]"
4792,3,4.7,0.785,0.0,3.4,0.036,23.0,134.0,0.98981,3.53,0.92,13.8,1,"[0.12230099 0.08972407 0.13518151 0.13072365 0.11416431 0.09481893
 0.31308654]","[ 75.20439013  55.1724371   83.12478471  80.38358819  70.20104574
  58.30533419 192.52078588]"
4793,3,6.0,0.31,0.32,7.4,0.175,47.0,159.0,0.9952,3.19,0.5,9.4,2,"[0.12042896 0.09263954 0.07085147 0.10659403 0.10961223 0.11108295
 0.38879082]","[ 56.81531259  43.70497196  33.42591776  50.28834725  51.71225366
  52.4061014  183.42159388]"
4794,2,6.0,0.32,0.3,7.3,0.174,46.0,159.0,0.99519,3.18,0.49,9.4,2,"[0.1052588  0.08522763 0.06129307 0.09208382 0.09429548 0.09533434
 0.46650686]","[ 57.52049912  46.57412057  33.49466466  50.32080238  51.52940453
  52.09710489 254.93078151]"
4795,4,6.4,0.105,0.29,1.1,0.035,44.0,140.0,0.99142,3.17,0.55,10.7,4,"[0.14493023 0.12455357 0.12637642 0.10994243 0.09799368 0.09814393
 0.29805974]","[28.34652491 24.36110752 24.7176339  21.50335371 19.16632798 19.19571413
 58.29672726]"
4796,4,6.4,0.105,0.29,1.1,0.035,44.0,140.0,0.99142,3.17,0.55,10.7,5,"[0.1445993  0.13295395 0.12493784 0.10941372 0.0973691  0.09600088
 0.29472521]","[28.40991271 26.12191164 24.54695899 21.49688148 19.13043488 18.86161647
 57.90565463]"
4797,3,5.7,0.33,0.32,1.4,0.043,28.0,93.0,0.9897,3.31,0.5,12.3,4,"[0.1684318  0.14853444 0.16613896 0.1274505  0.10252085 0.10666844
 0.18025501]","[31.89045802 28.12314126 31.45633839 24.1311613  19.41104349 20.19633745
 34.12903607]"
